tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
11th African Games Brazzaville 2015,2015-09-10,INGIL Miguel,ALASSANI Soudes,4,0,"12,11,11,11|10,1,7,7",R128,OTHER,MS,250,Main Draw,ALASSANI Soudes (TOG),INGIL Miguel (MRI),INGIL Miguel
11th African Games Brazzaville 2015,2015-09-10,FANNY Kokou,NTUMBA NGELEKA Christian,3,0,"11,11,11|4,3,4",,OTHER,MT,250,Main Draw,NTUMBA NGELEKA Christian (COD),FANNY Kokou (TOG),FANNY Kokou
11th African Games Brazzaville 2015,2015-09-10,AMEDEE Amatey,LUKATIKISU Beni,3,2,"11,7,8,11,11|7,11,11,9,7",,OTHER,MT,250,Main Draw,LUKATIKISU Beni (COD),AMEDEE Amatey (TOG),AMEDEE Amatey
11th African Games Brazzaville 2015,2015-09-10,AGBETOGLO Mawussi,BOUDJADJA Sofiene,3,2,"11,3,11,7,11|6,11,4,11,9",,OTHER,MT,250,Main Draw,BOUDJADJA Sofiene (ALG),AGBETOGLO Mawussi (TOG),AGBETOGLO Mawussi
11th African Games Brazzaville 2015,2015-09-10,KHEROUF Sami,FANNY Kokou,3,0,"11,11,11|6,9,6",,OTHER,MT,250,Main Draw,KHEROUF Sami (ALG),FANNY Kokou (TOG),KHEROUF Sami
11th African Games Brazzaville 2015,2015-09-10,BOURIAH Larbi,AMEDEE Amatey,3,0,"11,11,11|8,6,6",,OTHER,MT,250,Main Draw,BOURIAH Larbi (ALG),AMEDEE Amatey (TOG),BOURIAH Larbi
11th African Games Brazzaville 2015,2015-09-10,BOUDJADJA Sofiene,FANNY Kokou,3,2,"11,8,9,18,11|9,11,11,16,3",,OTHER,MT,250,Main Draw,BOUDJADJA Sofiene (ALG),FANNY Kokou (TOG),BOUDJADJA Sofiene
11th African Games Brazzaville 2015,2015-09-10,HMAM Adam,NTUMBA NGELEKA Christian,3,0,"11,11,11|7,6,7",,OTHER,MT,250,Main Draw,HMAM Adam (TUN),NTUMBA NGELEKA Christian (COD),HMAM Adam
11th African Games Brazzaville 2015,2015-09-10,KASSA Gedeon,MAMIA Thameur,3,1,"11,11,11,11|13,8,5,3",,OTHER,MT,250,Main Draw,MAMIA Thameur (TUN),KASSA Gedeon (COD),KASSA Gedeon
11th African Games Brazzaville 2015,2015-09-10,ZOMBO Junior,BEN KAHIA Mohamed Ghazi,3,0,,,OTHER,MT,250,Main Draw,BEN KAHIA Mohamed Ghazi (TUN),ZOMBO Junior (COD),ZOMBO Junior
11th African Games Brazzaville 2015,2015-09-10,HMAM Adam,KASSA Gedeon,3,1,"11,13,11,11|8,15,1,8",,OTHER,MT,250,Main Draw,HMAM Adam (TUN),KASSA Gedeon (COD),HMAM Adam
11th African Games Brazzaville 2015,2015-09-10,MAMIA Thameur,NTUMBA NGELEKA Christian,3,0,"11,15,11|5,13,8",,OTHER,MT,250,Main Draw,MAMIA Thameur (TUN),NTUMBA NGELEKA Christian (COD),MAMIA Thameur
11th African Games Brazzaville 2015,2015-09-10,ABUSHUWASHI Adir,MATLHATSI Thobo,3,0,"11,11,11|1,5,1",,OTHER,MT,250,Main Draw,ABUSHUWASHI Adir (LBA),MATLHATSI Thobo (BOT),ABUSHUWASHI Adir
11th African Games Brazzaville 2015,2015-09-10,LARIFI Hisham,MABOTE Bonolo,3,1,"11,7,11,11|5,11,1,9",,OTHER,MT,250,Main Draw,LARIFI Hisham (LBA),MABOTE Bonolo (BOT),LARIFI Hisham
11th African Games Brazzaville 2015,2015-09-10,EL-ARBI Mohamed Musbah,MODISANE Tshepo,3,2,"9,11,11,10,11|11,6,7,12,4",,OTHER,MT,250,Main Draw,EL-ARBI Mohamed Musbah (LBA),MODISANE Tshepo (BOT),EL-ARBI Mohamed Musbah
11th African Games Brazzaville 2015,2015-09-10,ANTONIO Alessio,KAI-TONGI Prince,3,1,"11,8,11,11|6,11,6,6",,OTHER,MT,250,Main Draw,KAI-TONGI Prince (SLE),ANTONIO Alessio (ANG),ANTONIO Alessio
11th African Games Brazzaville 2015,2015-09-10,ANDRE Elizandro,KOROMA Joseph,3,0,"11,11,11|6,7,4",,OTHER,MT,250,Main Draw,KOROMA Joseph (SLE),ANDRE Elizandro (ANG),ANDRE Elizandro
11th African Games Brazzaville 2015,2015-09-10,SEBASTIAO Hermenegildo,BARNABAS Charles,3,0,"11,11,11|6,8,2",,OTHER,MT,250,Main Draw,BARNABAS Charles (SLE),SEBASTIAO Hermenegildo (ANG),SEBASTIAO Hermenegildo
11th African Games Brazzaville 2015,2015-09-10,INGIL Miguel,SALAH Mohamed,3,2,"9,11,11,2,11|11,9,3,11,9",,OTHER,MT,250,Main Draw,SALAH Mohamed (SUD),INGIL Miguel (MRI),INGIL Miguel
11th African Games Brazzaville 2015,2015-09-10,ARNACHELLUM Allan,MOHED Osama,3,0,"11,11,11|4,5,3",,OTHER,MT,250,Main Draw,MOHED Osama (SUD),ARNACHELLUM Allan (MRI),ARNACHELLUM Allan
11th African Games Brazzaville 2015,2015-09-10,PONTOISE Jason,NADIR Mohamed,3,2,"10,10,11,12,11|12,12,3,10,4",,OTHER,MT,250,Main Draw,NADIR Mohamed (SUD),PONTOISE Jason (MRI),PONTOISE Jason
11th African Games Brazzaville 2015,2015-09-10,FREZER Meshesha,ABDOULKADER Mohamed,3,1,"11,11,11,11|9,5,13,3",,OTHER,MT,250,Main Draw,ABDOULKADER Mohamed (DJI),FREZER Meshesha (ETH),FREZER Meshesha
11th African Games Brazzaville 2015,2015-09-10,FARIS Aden,FARAH Abdourazack,3,1,"11,11,7,11|6,6,11,5",,OTHER,MT,250,Main Draw,FARAH Abdourazack (DJI),FARIS Aden (ETH),FARIS Aden
11th African Games Brazzaville 2015,2015-09-10,DJAMAL Ahmed,MEKURIA Getaluen,3,1,"9,11,11,15|11,8,5,13",,OTHER,MT,250,Main Draw,DJAMAL Ahmed (DJI),MEKURIA Getaluen (ETH),DJAMAL Ahmed
11th African Games Brazzaville 2015,2015-09-10,FARIS Aden,ABDOULKADER Mohamed,3,0,"11,12,11|8,10,8",,OTHER,MT,250,Main Draw,ABDOULKADER Mohamed (DJI),FARIS Aden (ETH),FARIS Aden
11th African Games Brazzaville 2015,2015-09-10,ANDRE Elizandro,LARIFI Hisham,3,0,"11,11,11|3,6,4",,OTHER,MT,250,Main Draw,ANDRE Elizandro (ANG),LARIFI Hisham (LBA),ANDRE Elizandro
11th African Games Brazzaville 2015,2015-09-10,ANTONIO Alessio,ABUSHUWASHI Adir,3,0,"11,11,11|5,4,3",,OTHER,MT,250,Main Draw,ANTONIO Alessio (ANG),ABUSHUWASHI Adir (LBA),ANTONIO Alessio
11th African Games Brazzaville 2015,2015-09-10,SEBASTIAO Hermenegildo,EL-ARBI Mohamed Musbah,3,0,"11,11,11|3,8,6",,OTHER,MT,250,Main Draw,SEBASTIAO Hermenegildo (ANG),EL-ARBI Mohamed Musbah (LBA),SEBASTIAO Hermenegildo
11th African Games Brazzaville 2015,2015-09-10,ARNACHELLUM Allan,FARIS Aden,3,0,"11,11,11|5,5,5",,OTHER,MT,250,Main Draw,ARNACHELLUM Allan (MRI),FARIS Aden (ETH),ARNACHELLUM Allan
11th African Games Brazzaville 2015,2015-09-10,FREZER Meshesha,INGIL Miguel,3,0,"11,11,16|5,2,14",,OTHER,MT,250,Main Draw,INGIL Miguel (MRI),FREZER Meshesha (ETH),FREZER Meshesha
11th African Games Brazzaville 2015,2015-09-10,PONTOISE Jason,MEKURIA Getaluen,3,0,"11,11,11|3,3,4",,OTHER,MT,250,Main Draw,PONTOISE Jason (MRI),MEKURIA Getaluen (ETH),PONTOISE Jason
11th African Games Brazzaville 2015,2015-09-10,ARNACHELLUM Allan,FREZER Meshesha,3,0,"11,11,11|7,4,2",,OTHER,MT,250,Main Draw,ARNACHELLUM Allan (MRI),FREZER Meshesha (ETH),ARNACHELLUM Allan
11th African Games Brazzaville 2015,2015-09-10,ANDRE Elizandro,ARNACHELLUM Allan,3,0,"11,11,11|7,9,8",,OTHER,MT,250,Main Draw,ARNACHELLUM Allan (MRI),ANDRE Elizandro (ANG),ANDRE Elizandro
11th African Games Brazzaville 2015,2015-09-10,ANTONIO Alessio,PONTOISE Jason,3,1,"11,12,9,11|7,10,11,4",,OTHER,MT,250,Main Draw,PONTOISE Jason (MRI),ANTONIO Alessio (ANG),ANTONIO Alessio
11th African Games Brazzaville 2015,2015-09-10,SEBASTIAO Hermenegildo,INGIL Miguel,3,0,"11,11,11|3,8,6",,OTHER,MT,250,Main Draw,INGIL Miguel (MRI),SEBASTIAO Hermenegildo (ANG),SEBASTIAO Hermenegildo
11th African Games Brazzaville 2015,2015-09-10,LARIFI Hisham,FREZER Meshesha,3,0,"11,11,11|4,8,8",,OTHER,MT,250,Main Draw,FREZER Meshesha (ETH),LARIFI Hisham (LBA),LARIFI Hisham
11th African Games Brazzaville 2015,2015-09-10,ABUSHUWASHI Adir,FARIS Aden,3,1,"11,7,11,11|3,11,7,8",,OTHER,MT,250,Main Draw,FARIS Aden (ETH),ABUSHUWASHI Adir (LBA),ABUSHUWASHI Adir
11th African Games Brazzaville 2015,2015-09-10,AL-SHAWESH Wasim,MEKURIA Getaluen,3,0,"11,11,11|4,4,1",,OTHER,MT,250,Main Draw,MEKURIA Getaluen (ETH),AL-SHAWESH Wasim (LBA),AL-SHAWESH Wasim
11th African Games Brazzaville 2015,2015-09-10,MABOTE Bonolo,KAI-TONGI Prince,3,0,,,OTHER,MT,250,Main Draw,MABOTE Bonolo (BOT),KAI-TONGI Prince (SLE),MABOTE Bonolo
11th African Games Brazzaville 2015,2015-09-10,MATLHATSI Thobo,KAMARA Ibrahim,3,0,,,OTHER,MT,250,Main Draw,MATLHATSI Thobo (BOT),KAMARA Ibrahim (SLE),MATLHATSI Thobo
11th African Games Brazzaville 2015,2015-09-10,MODISANE Tshepo,KOROMA Joseph,3,0,,,OTHER,MT,250,Main Draw,MODISANE Tshepo (BOT),KOROMA Joseph (SLE),MODISANE Tshepo
11th African Games Brazzaville 2015,2015-09-10,FARAH Abdourazack,MOHED Osama,3,0,"11,11,12|7,7,10",,OTHER,MT,250,Main Draw,FARAH Abdourazack (DJI),MOHED Osama (SUD),FARAH Abdourazack
11th African Games Brazzaville 2015,2015-09-10,SALAH Mohamed,ABDOULKADER Mohamed,3,0,"11,11,11|6,6,7",,OTHER,MT,250,Main Draw,ABDOULKADER Mohamed (DJI),SALAH Mohamed (SUD),SALAH Mohamed
11th African Games Brazzaville 2015,2015-09-10,ABDELRAHMAN Farah,DJAMAL Ahmed,3,1,"13,11,9,11|11,8,11,7",,OTHER,MT,250,Main Draw,DJAMAL Ahmed (DJI),ABDELRAHMAN Farah (SUD),ABDELRAHMAN Farah
11th African Games Brazzaville 2015,2015-09-10,FARAH Abdourazack,SALAH Mohamed,3,0,"11,15,11|7,13,9",,OTHER,MT,250,Main Draw,FARAH Abdourazack (DJI),SALAH Mohamed (SUD),FARAH Abdourazack
11th African Games Brazzaville 2015,2015-09-10,MOHED Osama,ABDOULKADER Mohamed,3,0,"11,11,11|4,7,9",,OTHER,MT,250,Main Draw,ABDOULKADER Mohamed (DJI),MOHED Osama (SUD),MOHED Osama
11th African Games Brazzaville 2015,2015-09-10,SALAH Mohamed,MATLHATSI Thobo,3,2,"11,11,8,9,13|5,9,11,11,11",,OTHER,MT,250,Main Draw,SALAH Mohamed (SUD),MATLHATSI Thobo (BOT),SALAH Mohamed
11th African Games Brazzaville 2015,2015-09-10,MABOTE Bonolo,MOHED Osama,3,1,"12,11,7,11|10,8,11,5",,OTHER,MT,250,Main Draw,MOHED Osama (SUD),MABOTE Bonolo (BOT),MABOTE Bonolo
11th African Games Brazzaville 2015,2015-09-10,MODISANE Tshepo,NADIR Mohamed,3,2,"11,7,9,12,11|3,11,11,10,8",,OTHER,MT,250,Main Draw,NADIR Mohamed (SUD),MODISANE Tshepo (BOT),MODISANE Tshepo
11th African Games Brazzaville 2015,2015-09-10,MABOTE Bonolo,SALAH Mohamed,3,2,"13,4,11,13,11|11,11,13,11,8",,OTHER,MT,250,Main Draw,SALAH Mohamed (SUD),MABOTE Bonolo (BOT),MABOTE Bonolo
11th African Games Brazzaville 2015,2015-09-10,KAMARA Ibrahim,DJAMAL Ahmed,3,2,"8,11,2,11,11|11,7,11,9,9",,OTHER,MT,250,Main Draw,KAMARA Ibrahim (SLE),DJAMAL Ahmed (DJI),KAMARA Ibrahim
11th African Games Brazzaville 2015,2015-09-10,FARAH Abdourazack,JAMES Isaac,3,0,"11,11,11|3,3,8",,OTHER,MT,250,Main Draw,JAMES Isaac (SLE),FARAH Abdourazack (DJI),FARAH Abdourazack
11th African Games Brazzaville 2015,2015-09-10,BARNABAS Charles,ABDOULKADER Mohamed,3,1,"11,11,8,11|3,8,11,7",,OTHER,MT,250,Main Draw,BARNABAS Charles (SLE),ABDOULKADER Mohamed (DJI),BARNABAS Charles
11th African Games Brazzaville 2015,2015-09-10,FARAH Abdourazack,KAMARA Ibrahim,3,0,"11,12,11|5,10,9",,OTHER,MT,250,Main Draw,KAMARA Ibrahim (SLE),FARAH Abdourazack (DJI),FARAH Abdourazack
11th African Games Brazzaville 2015,2015-09-10,DJAMAL Ahmed,JAMES Isaac,3,0,"11,11,11|6,5,3",,OTHER,MT,250,Main Draw,JAMES Isaac (SLE),DJAMAL Ahmed (DJI),DJAMAL Ahmed
11th African Games Brazzaville 2015,2015-09-10,WANDERA Josiah,TAIT Fabian,3,0,"11,11,11|2,5,7",,OTHER,MT,250,Main Draw,TAIT Fabian (NAM),WANDERA Josiah (KEN),WANDERA Josiah
11th African Games Brazzaville 2015,2015-09-10,RINGUI Anthony,GREEN Wayne Marlon,3,0,"11,11,11|9,6,6",,OTHER,MT,250,Main Draw,GREEN Wayne Marlon (NAM),RINGUI Anthony (KEN),RINGUI Anthony
11th African Games Brazzaville 2015,2015-09-10,MUTURI Peter,STANLEY Reinhardt,3,0,"11,11,11|6,8,5",,OTHER,MT,250,Main Draw,STANLEY Reinhardt (NAM),MUTURI Peter (KEN),MUTURI Peter
