tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
World Table Tennis Championships Suzhou 2015,2015-04-26,ZHANG Jike,LIANG Jingkun,4,1,"11,7,11,11,11|7,11,7,7,5",R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,ZHANG Jike (CHN),LIANG Jingkun (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,SAMSONOV Vladimir,GERALDO Joao,4,0,"11,11,12,11|5,6,10,8",R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,GERALDO Joao (POR),SAMSONOV Vladimir (BLR)
World Table Tennis Championships Suzhou 2015,2015-04-26,GAO Ning,CHEN Weixing,4,1,"11,11,13,5,11|6,9,11,11,4",R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,GAO Ning (SGP),CHEN Weixing (AUT)
World Table Tennis Championships Suzhou 2015,2015-04-26,MIZUTANI Jun,JEOUNG Youngsik,4,3,"4,9,11,11,10,11,13|11,11,6,4,12,9,11",R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,JEOUNG Youngsik (KOR),MIZUTANI Jun (JPN)
World Table Tennis Championships Suzhou 2015,2015-04-26,FRANZISKA Patrick,FREITAS Marcos,4,1,"13,11,12,5,11|11,7,10,11,6",R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,FREITAS Marcos (POR),FRANZISKA Patrick (GER)
World Table Tennis Championships Suzhou 2015,2015-04-26,KOU Lei,PATTANTYUS Adam,4,0,"11,11,11,16|5,9,8,14",R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,KOU Lei (UKR),PATTANTYUS Adam (HUN)
World Table Tennis Championships Suzhou 2015,2015-04-26,FANG Bo,ACHANTA Sharath,4,0,,R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,FANG Bo (KAZ),ACHANTA Sharath (IND)
World Table Tennis Championships Suzhou 2015,2015-04-26,XU Xin,SHIBAEV Alexander,4,2,"5,8,11,11,11,11|11,11,2,9,5,7",R32,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,SHIBAEV Alexander (RUS),XU Xin (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,MA Long,JOO Saehyuk,4,1,"11,11,11,10,11|4,3,9,12,6",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,MA Long (CHN),JOO Saehyuk (KOR)
World Table Tennis Championships Suzhou 2015,2015-04-26,TANG Peng,LEE Sang Su,4,1,"1,11,11,14,11|11,7,8,12,9",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,TANG Peng (HKG),LEE Sang Su (KOR)
World Table Tennis Championships Suzhou 2015,2015-04-26,BOLL Timo,WONG Chun Ting,4,1,"11,11,3,12,15|9,8,11,10,13",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,BOLL Timo (GER),WONG Chun Ting (HKG)
World Table Tennis Championships Suzhou 2015,2015-04-26,FAN Zhendong,NIWA Koki,4,1,"11,12,11,11,11|5,14,2,2,9",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,NIWA Koki (JPN),FAN Zhendong (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,ZHANG Jike,SAMSONOV Vladimir,4,1,"16,11,11,5,11|14,8,6,11,3",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,ZHANG Jike (CHN),SAMSONOV Vladimir (BLR)
World Table Tennis Championships Suzhou 2015,2015-04-26,MIZUTANI Jun,GAO Ning,4,2,"8,11,11,8,11,11|11,7,7,11,3,3",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,GAO Ning (SGP),MIZUTANI Jun (JPN)
World Table Tennis Championships Suzhou 2015,2015-04-26,FRANZISKA Patrick,KOU Lei,4,2,"7,8,11,11,11,11|11,11,8,6,9,8",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,FRANZISKA Patrick (GER),KOU Lei (UKR)
World Table Tennis Championships Suzhou 2015,2015-04-26,FANG Bo,XU Xin,4,3,"10,7,11,11,8,11,13|12,11,8,2,11,9,11",R16,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,FANG Bo (KAZ),XU Xin (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,MA Long,TANG Peng,4,0,"11,11,11,11|7,9,6,1",QF,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,MA Long (CHN),TANG Peng (HKG)
World Table Tennis Championships Suzhou 2015,2015-04-26,FAN Zhendong,BOLL Timo,4,2,"12,11,8,11,13,11|10,9,11,7,15,7",QF,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,BOLL Timo (GER),FAN Zhendong (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,ZHANG Jike,MIZUTANI Jun,4,1,"11,11,10,11,11|4,6,12,5,9",QF,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,ZHANG Jike (CHN),MIZUTANI Jun (JPN)
World Table Tennis Championships Suzhou 2015,2015-04-26,FANG Bo,FRANZISKA Patrick,4,1,"11,11,8,11,11|5,9,11,5,5",QF,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,FRANZISKA Patrick (GER),FANG Bo (KAZ)
World Table Tennis Championships Suzhou 2015,2015-04-26,MA Long,FAN Zhendong,4,1,"11,11,11,7,11|1,7,8,11,5",SF,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,MA Long (CHN),FAN Zhendong (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,FANG Bo,ZHANG Jike,4,1,"11,11,5,11,12|5,7,11,9,10",SF,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,ZHANG Jike (CHN),FANG Bo (KAZ)
World Table Tennis Championships Suzhou 2015,2015-04-26,MA Long,FANG Bo,4,2,"11,7,11,11,11,11|7,11,4,8,13,4",F,WORLD_CHAMPIONSHIPS,MS,326,Main Draw,MA Long (CHN),FANG Bo (KAZ)
World Table Tennis Championships Suzhou 2015,2015-04-26,DING Ning,OSHONAIKE Olufunke,4,0,"11,11,11,11|2,3,4,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,DING Ning (CHN),OSHONAIKE Olufunke (NGR)
World Table Tennis Championships Suzhou 2015,2015-04-26,PARTYKA Natalia,PERGEL Szandra,4,2,"11,11,4,11,8,11|9,5,11,5,11,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,PERGEL Szandra (HUN),PARTYKA Natalia (POL)
World Table Tennis Championships Suzhou 2015,2015-04-26,KIM Jong,MORET Rachel,4,0,"11,11,11,11|8,3,8,1",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,KIM Jong (PRK),MORET Rachel (SUI)
World Table Tennis Championships Suzhou 2015,2015-04-26,HIRANO Miu,BATRA Manika,4,1,"7,11,11,11,11|11,7,8,7,4",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,BATRA Manika (IND),HIRANO Miu (JPN)
World Table Tennis Championships Suzhou 2015,2015-04-26,IVANCAN Irene,GUAN Angela,4,0,"11,12,11,11|7,10,4,9",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,IVANCAN Irene (GER),GUAN Angela (USA)
World Table Tennis Championships Suzhou 2015,2015-04-26,FAJMUT Manca,PROKHOROVA Yulia,4,2,"6,11,11,4,11,13|11,7,9,11,4,11",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,FAJMUT Manca (SLO),PROKHOROVA Yulia (RUS)
World Table Tennis Championships Suzhou 2015,2015-04-26,PARK Youngsook,YEE Herng Hwee,4,0,"11,11,11,11|5,1,5,3",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,PARK Youngsook (KOR),YEE Herng Hwee (SGP)
World Table Tennis Championships Suzhou 2015,2015-04-26,SUH Hyo Won,JHA Prachi,4,0,"11,11,11,11|5,1,5,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,JHA Prachi (USA),SUH Hyo Won (KOR)
World Table Tennis Championships Suzhou 2015,2015-04-26,SAMARA Elizabeta,ARLOUSKAYA Alina,4,0,"11,11,11,11|7,9,5,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,SAMARA Elizabeta (ROU),ARLOUSKAYA Alina (BLR)
World Table Tennis Championships Suzhou 2015,2015-04-26,MITTELHAM Nina,JONSSON Jennifer,4,0,"11,11,11,11|7,8,6,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,JONSSON Jennifer (SWE),MITTELHAM Nina (GER)
World Table Tennis Championships Suzhou 2015,2015-04-26,TIAN Yuan,SAMET Maryam,4,0,"11,11,11,11|4,7,6,9",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,TIAN Yuan (CRO),SAMET Maryam (IRI)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHENG I-Ching,DIAZ Adriana,4,0,"11,11,11,11|7,5,7,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,DIAZ Adriana (PUR),CHENG I-Ching (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,LEE I-Chen,NG Sock Khim,4,2,"11,11,11,5,10,11|4,7,6,11,12,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LEE I-Chen (TPE),NG Sock Khim (MAS)
World Table Tennis Championships Suzhou 2015,2015-04-26,HAPONOVA Hanna,RIOS Daniely,4,0,"11,11,11,11|7,6,8,5",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,RIOS Daniely (PUR),HAPONOVA Hanna (UKR)
World Table Tennis Championships Suzhou 2015,2015-04-26,VARADY Barbora,VEGA Paulina,4,0,"11,11,16,11|8,6,14,3",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,VARADY Barbora (SVK),VEGA Paulina (CHI)
World Table Tennis Championships Suzhou 2015,2015-04-26,WU Yang,DE NUTTE Sarah,4,0,"11,11,11,11|4,2,3,4",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,DE NUTTE Sarah (LUX),WU Yang (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,ISHIKAWA Kasumi,SLADKOVA Nataliya,4,0,"11,11,11,11|6,6,6,5",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,ISHIKAWA Kasumi (JPN),SLADKOVA Nataliya (KAZ)
World Table Tennis Championships Suzhou 2015,2015-04-26,PASKAUSKIENE Ruta,KUMARESAN Shamini,4,0,"11,11,11,11|2,5,4,9",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,KUMARESAN Shamini (IND),PASKAUSKIENE Ruta (LTU)
World Table Tennis Championships Suzhou 2015,2015-04-26,STRBIKOVA Renata,KUMAHARA Luca,4,1,"11,13,7,11,11|9,11,11,7,5",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,STRBIKOVA Renata (CZE),KUMAHARA Luca (BRA)
World Table Tennis Championships Suzhou 2015,2015-04-26,MU Zi,LANG Kristin,4,1,"11,12,14,7,16|2,10,12,11,14",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,MU Zi (CHN),LANG Kristin (GER)
World Table Tennis Championships Suzhou 2015,2015-04-26,HU Melek,KAROVA Anelia,4,0,"11,11,11,11|5,3,8,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,HU Melek (TUR),KAROVA Anelia (BUL)
World Table Tennis Championships Suzhou 2015,2015-04-26,PESOTSKA Margaryta,GUI Lin,4,1,"11,11,9,11,11|1,5,11,6,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,GUI Lin (BRA),PESOTSKA Margaryta (UKR)
World Table Tennis Championships Suzhou 2015,2015-04-26,EKHOLM Matilda,LUO Anqi,4,0,"11,11,11,11|6,8,3,9",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,EKHOLM Matilda (SWE),LUO Anqi (CAN)
World Table Tennis Championships Suzhou 2015,2015-04-26,LEE Zion,LIU Jia,4,2,"3,4,11,11,11,11|11,11,8,7,8,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LEE Zion (KOR),LIU Jia (AUT)
World Table Tennis Championships Suzhou 2015,2015-04-26,YU Mengyu,LI Ching Wan,4,1,"13,11,7,11,11|11,4,11,2,5",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,YU Mengyu (SGP),LI Ching Wan (HKG)
World Table Tennis Championships Suzhou 2015,2015-04-26,OLIVEIRA Leila,MESHREF Dina,4,1,"11,2,11,12,11|9,11,6,10,9",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,OLIVEIRA Leila (POR),MESHREF Dina (EGY)
World Table Tennis Championships Suzhou 2015,2015-04-26,ODOROVA Eva,RAMIREZ Sara,4,0,"11,12,11,13|6,10,7,11",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,RAMIREZ Sara (ESP),ODOROVA Eva (SVK)
World Table Tennis Championships Suzhou 2015,2015-04-26,LI Qian,GATS Yuliya,4,0,"11,11,11,11|6,1,4,1",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,GATS Yuliya (KAZ),LI Qian (POL)
World Table Tennis Championships Suzhou 2015,2015-04-26,SOLJA Petrissa,LEE Rou You,4,0,"11,11,11,11|3,9,4,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,SOLJA Petrissa (GER),LEE Rou You (MAS)
World Table Tennis Championships Suzhou 2015,2015-04-26,GRZYBOWSKA-FRANC Katarzyna,PENKAVOVA Katerina,4,1,"7,12,11,11,11|11,10,2,5,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,PENKAVOVA Katerina (CZE),GRZYBOWSKA-FRANC Katarzyna (POL)
World Table Tennis Championships Suzhou 2015,2015-04-26,WINTER Sabine,RUANO Lady,4,0,"11,11,11,11|9,3,2,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,WINTER Sabine (GER),RUANO Lady (COL)
World Table Tennis Championships Suzhou 2015,2015-04-26,FENG Tianwei,HIRICI Cristina,4,0,"11,11,11,11|6,3,7,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,HIRICI Cristina (ROU),FENG Tianwei (SGP)
World Table Tennis Championships Suzhou 2015,2015-04-26,LI Xiaoxia,HWANG Jina,4,0,"11,11,11,11|2,9,8,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LI Xiaoxia (CHN),HWANG Jina (KOR)
World Table Tennis Championships Suzhou 2015,2015-04-26,ZHANG Mo,ELDAWLATLY Nadeen,4,1,"11,11,5,11,11|8,3,11,6,3",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,ELDAWLATLY Nadeen (EGY),ZHANG Mo (CAN)
World Table Tennis Championships Suzhou 2015,2015-04-26,MIKHAILOVA Polina,DAS Mouma,4,1,"11,7,13,11,11|6,11,11,6,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,MIKHAILOVA Polina (RUS),DAS Mouma (IND)
World Table Tennis Championships Suzhou 2015,2015-04-26,RI Myong Sun,PAVCNIK Tamara,4,0,"11,11,11,11|5,3,7,3",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,PAVCNIK Tamara (SLO),RI Myong Sun (PRK)
World Table Tennis Championships Suzhou 2015,2015-04-26,JIANG Huajun,KHETKHUAN Tamolwan,4,3,"7,8,9,11,11,11,11|11,11,11,9,5,7,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,JIANG Huajun (HKG),KHETKHUAN Tamolwan (THA)
World Table Tennis Championships Suzhou 2015,2015-04-26,NI Xia Lian,TROSMAN Nicole,4,0,"11,11,11,11|5,9,5,4",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,TROSMAN Nicole (ISR),NI Xia Lian (LUX)
World Table Tennis Championships Suzhou 2015,2015-04-26,MATELOVA Hana,KOMWONG Nanthana,4,3,"11,5,9,11,4,13,11|8,11,11,8,11,11,9",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,KOMWONG Nanthana (THA),MATELOVA Hana (CZE)
World Table Tennis Championships Suzhou 2015,2015-04-26,HIRANO Sayaka,SILVA Ligia,4,1,"11,11,10,11,11|7,7,12,8,4",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,SILVA Ligia (BRA),HIRANO Sayaka (JPN)
World Table Tennis Championships Suzhou 2015,2015-04-26,ITO Mima,MEDINA Paula,4,1,"11,11,10,11,11|7,2,12,6,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,ITO Mima (JPN),MEDINA Paula (COL)
World Table Tennis Championships Suzhou 2015,2015-04-26,LAY Jian Fang,LI Isabelle Siyun,4,0,"12,11,15,11|10,6,13,4",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LAY Jian Fang (AUS),LI Isabelle Siyun (SGP)
World Table Tennis Championships Suzhou 2015,2015-04-26,NOSKOVA Yana,SILVA Yadira,4,3,"6,11,4,11,10,11,11|11,9,11,4,12,5,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,NOSKOVA Yana (RUS),SILVA Yadira (MEX)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHEN Szu-Yu,TOLIOU Aikaterini,4,2,"11,9,6,11,11,12|7,11,11,8,8,10",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,TOLIOU Aikaterini (GRE),CHEN Szu-Yu (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,LEE Ho Ching,GALIC Alex,4,0,"16,11,16,11|14,3,14,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LEE Ho Ching (HKG),GALIC Alex (SLO)
World Table Tennis Championships Suzhou 2015,2015-04-26,DOLGIKH Maria,HUGH Judy,4,0,"11,11,11,11|8,4,2,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,HUGH Judy (USA),DOLGIKH Maria (RUS)
World Table Tennis Championships Suzhou 2015,2015-04-26,BILENKO Tetyana,STUCKYTE Egle,4,0,"11,12,11,11|4,10,8,9",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,BILENKO Tetyana (UKR),STUCKYTE Egle (LTU)
World Table Tennis Championships Suzhou 2015,2015-04-26,FUKUHARA Ai,FEHER Gabriela,4,0,"11,11,11,11|6,7,9,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,FEHER Gabriela (SRB),FUKUHARA Ai (JPN)
World Table Tennis Championships Suzhou 2015,2015-04-26,ZHU Yuling,LIU Hsing-Yin,4,0,"11,11,11,11|7,6,1,3",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,ZHU Yuling (MAC),LIU Hsing-Yin (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,VACENOVSKA Iveta,HAN Xing,4,2,"11,13,11,6,11,11|6,15,8,11,3,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,HAN Xing (CGO),VACENOVSKA Iveta (CZE)
World Table Tennis Championships Suzhou 2015,2015-04-26,EERLAND Britt,TODOROVIC Andrea,4,1,"11,12,11,2,11|6,10,4,11,4",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,EERLAND Britt (NED),TODOROVIC Andrea (SRB)
World Table Tennis Championships Suzhou 2015,2015-04-26,TIE Yana,PAPADAKI Angeliki,4,0,"11,11,11,11|5,6,7,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,PAPADAKI Angeliki (GRE),TIE Yana (HKG)
World Table Tennis Championships Suzhou 2015,2015-04-26,LI Jie,VIVARELLI Debora,4,0,"11,14,11,11|7,12,4,4",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LI Jie (NED),VIVARELLI Debora (ITA)
World Table Tennis Championships Suzhou 2015,2015-04-26,DVORAK Galia,LI Qiangbing,4,2,"11,9,11,12,8,11|6,11,7,10,11,7",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LI Qiangbing (AUT),DVORAK Galia (ESP)
World Table Tennis Championships Suzhou 2015,2015-04-26,RI Mi Gyong,LORENZOTTI Maria,4,1,"11,9,11,11,12|3,11,5,4,10",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,RI Mi Gyong (PRK),LORENZOTTI Maria (URU)
World Table Tennis Championships Suzhou 2015,2015-04-26,DOO Hoi Kem,KIM Hye Song,4,2,"11,11,6,11,11,11|5,13,11,6,7,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,KIM Hye Song (PRK),DOO Hoi Kem (HKG)
World Table Tennis Championships Suzhou 2015,2015-04-26,YANG Ha Eun,PICCOLIN Giorgia,4,1,"15,11,11,11,11|17,2,7,8,5",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,YANG Ha Eun (KOR),PICCOLIN Giorgia (ITA)
World Table Tennis Championships Suzhou 2015,2015-04-26,GRUNDISCH Carole,GELMAN Shelli,4,1,"6,11,11,11,11|11,3,7,5,3",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,GELMAN Shelli (ISR),GRUNDISCH Carole (FRA)
World Table Tennis Championships Suzhou 2015,2015-04-26,IACOB Camelia,ERDELJI Anamaria,4,0,"11,11,11,11|7,8,8,1",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,IACOB Camelia (ROU),ERDELJI Anamaria (SRB)
World Table Tennis Championships Suzhou 2015,2015-04-26,SHEN Yanfei,SAWETTABUT Suthasini,4,3,"4,7,6,11,11,11,11|11,11,11,5,9,5,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,SAWETTABUT Suthasini (THA),SHEN Yanfei (ESP)
World Table Tennis Championships Suzhou 2015,2015-04-26,LI Jiao,RAKOVAC Lea,4,2,"9,11,9,11,11,11|11,9,11,6,7,6",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LI Jiao (NED),RAKOVAC Lea (CRO)
World Table Tennis Championships Suzhou 2015,2015-04-26,XIAN Yifang,HANFFOU Sarah,4,0,"11,11,11,12|5,6,2,10",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,HANFFOU Sarah (CMR),XIAN Yifang (FRA)
World Table Tennis Championships Suzhou 2015,2015-04-26,SZOCS Bernadette,UMBACIA Angie,4,0,"11,11,11,11|2,3,3,3",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,SZOCS Bernadette (ROU),UMBACIA Angie (COL)
World Table Tennis Championships Suzhou 2015,2015-04-26,LIU Shiwen,PETEK Petra,4,0,"11,11,11,11|2,2,1,8",R128,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,PETEK Petra (CRO),LIU Shiwen (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,DING Ning,PARTYKA Natalia,4,0,"11,11,11,11|8,1,2,6",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,DING Ning (CHN),PARTYKA Natalia (POL)
World Table Tennis Championships Suzhou 2015,2015-04-26,HIRANO Miu,KIM Jong,4,1,"11,11,7,11,15|9,9,11,9,13",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,KIM Jong (PRK),HIRANO Miu (JPN)
World Table Tennis Championships Suzhou 2015,2015-04-26,IVANCAN Irene,FAJMUT Manca,4,0,"11,11,11,11|5,8,2,5",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,IVANCAN Irene (GER),FAJMUT Manca (SLO)
World Table Tennis Championships Suzhou 2015,2015-04-26,PARK Youngsook,SUH Hyo Won,4,2,"11,3,10,11,11,11|4,11,12,8,6,8",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,PARK Youngsook (KOR),SUH Hyo Won (KOR)
World Table Tennis Championships Suzhou 2015,2015-04-26,SAMARA Elizabeta,MITTELHAM Nina,4,2,"13,13,11,11,9,11|11,15,3,7,11,9",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,SAMARA Elizabeta (ROU),MITTELHAM Nina (GER)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHENG I-Ching,TIAN Yuan,4,1,"11,11,11,9,11|6,8,4,11,4",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,TIAN Yuan (CRO),CHENG I-Ching (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,HAPONOVA Hanna,LEE I-Chen,4,1,"11,11,11,8,11|9,9,6,11,8",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LEE I-Chen (TPE),HAPONOVA Hanna (UKR)
World Table Tennis Championships Suzhou 2015,2015-04-26,WU Yang,VARADY Barbora,4,0,"11,11,11,13|7,6,2,11",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,VARADY Barbora (SVK),WU Yang (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,ISHIKAWA Kasumi,PASKAUSKIENE Ruta,4,0,"11,11,11,12|5,8,8,10",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,ISHIKAWA Kasumi (JPN),PASKAUSKIENE Ruta (LTU)
World Table Tennis Championships Suzhou 2015,2015-04-26,MU Zi,STRBIKOVA Renata,4,0,"11,14,11,11|8,12,4,4",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,STRBIKOVA Renata (CZE),MU Zi (CHN)
World Table Tennis Championships Suzhou 2015,2015-04-26,PESOTSKA Margaryta,HU Melek,4,0,"11,11,11,11|4,3,2,7",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,HU Melek (TUR),PESOTSKA Margaryta (UKR)
World Table Tennis Championships Suzhou 2015,2015-04-26,EKHOLM Matilda,LEE Zion,4,1,"11,11,7,11,12|9,7,11,2,10",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,EKHOLM Matilda (SWE),LEE Zion (KOR)
World Table Tennis Championships Suzhou 2015,2015-04-26,YU Mengyu,OLIVEIRA Leila,4,0,"11,11,13,11|3,2,11,5",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,YU Mengyu (SGP),OLIVEIRA Leila (POR)
World Table Tennis Championships Suzhou 2015,2015-04-26,LI Qian,ODOROVA Eva,4,0,"11,11,11,11|6,9,9,3",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,ODOROVA Eva (SVK),LI Qian (POL)
World Table Tennis Championships Suzhou 2015,2015-04-26,GRZYBOWSKA-FRANC Katarzyna,SOLJA Petrissa,4,3,"11,7,8,11,11,8,11|3,11,11,8,3,11,5",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,SOLJA Petrissa (GER),GRZYBOWSKA-FRANC Katarzyna (POL)
World Table Tennis Championships Suzhou 2015,2015-04-26,FENG Tianwei,WINTER Sabine,4,0,"11,11,11,11|9,2,6,8",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,WINTER Sabine (GER),FENG Tianwei (SGP)
World Table Tennis Championships Suzhou 2015,2015-04-26,LI Xiaoxia,ZHANG Mo,4,0,"11,11,11,12|6,6,6,10",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,LI Xiaoxia (CHN),ZHANG Mo (CAN)
World Table Tennis Championships Suzhou 2015,2015-04-26,RI Myong Sun,MIKHAILOVA Polina,4,2,"11,8,11,12,8,11|4,11,9,10,11,8",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,MIKHAILOVA Polina (RUS),RI Myong Sun (PRK)
World Table Tennis Championships Suzhou 2015,2015-04-26,JIANG Huajun,NI Xia Lian,4,2,"11,7,6,12,14,11|5,11,11,10,12,9",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,JIANG Huajun (HKG),NI Xia Lian (LUX)
World Table Tennis Championships Suzhou 2015,2015-04-26,MATELOVA Hana,HIRANO Sayaka,4,3,"11,11,4,12,11,11,11|9,13,11,14,6,9,6",R64,WORLD_CHAMPIONSHIPS,WS,326,Main Draw,MATELOVA Hana (CZE),HIRANO Sayaka (JPN)
