tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
Danish Open Farum 2002,2002-11-21,HENZELL William,KRIVIC Jakov,4,3,"9,11,11,9,8,11,11|11,8,5,11,11,6,7",,GRAND_SLAM,MS,1508,Qualification,HENZELL William (AUS),KRIVIC Jakov (CRO),HENZELL William
Danish Open Farum 2002,2002-11-21,NILSSON Peter/ZOOGLING Mikael,OMORI Takahiro/YUZAWA Ryo,3,0,"11,11,11|8,5,9",QR32,GRAND_SLAM,MD,1508,Qualification,NILSSON Peter (SWE) / ZOOGLING Mikael (SWE),OMORI Takahiro (JPN) / YUZAWA Ryo (JPN),NILSSON Peter
Danish Open Farum 2002,2002-11-21,HAKANSSON Fredrik/KARLSSON Peter,KONGSGAARD Christian/SORENSEN Mads,3,2,"5,11,14,8,11|11,8,12,11,7",QR32,GRAND_SLAM,MD,1508,Qualification,HAKANSSON Fredrik (SWE) / KARLSSON Peter (SWE),KONGSGAARD Christian (DEN) / SORENSEN Mads (DEN),HAKANSSON Fredrik
Danish Open Farum 2002,2002-11-21,KUZMIN Fedor/SHMYREV Maxim,ASAMOAH Cyprian/GERELL Par,3,1,"12,9,12,11|10,11,10,6",QR16,GRAND_SLAM,MD,1508,Qualification,KUZMIN Fedor (RUS) / SHMYREV Maxim (RUS),ASAMOAH Cyprian (SWE) / GERELL Par (SWE),KUZMIN Fedor
Danish Open Farum 2002,2002-11-21,NILSSON Peter/ZOOGLING Mikael,BOLL Timo/FEJER-KONNERTH Zoltan,3,1,"11,6,11,11|7,11,4,1",QR16,GRAND_SLAM,MD,1508,Qualification,NILSSON Peter (SWE) / ZOOGLING Mikael (SWE),BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),NILSSON Peter
Danish Open Farum 2002,2002-11-21,HAKANSSON Fredrik/KARLSSON Peter,GOUVEIA Vitor/MONTEIRO Joao,3,1,"11,10,11,11|5,12,8,7",QR16,GRAND_SLAM,MD,1508,Qualification,HAKANSSON Fredrik (SWE) / KARLSSON Peter (SWE),GOUVEIA Vitor (POR) / MONTEIRO Joao (POR),HAKANSSON Fredrik
Danish Open Farum 2002,2002-11-21,CHILA Patrick/OH Sangeun,LUNDQVIST Jens/MOLIN Magnus,4,0,"14,13,11,12|12,11,5,10",QF,GRAND_SLAM,MD,1508,Main Draw,CHILA Patrick (FRA) / OH Sangeun (KOR),LUNDQVIST Jens (SWE) / MOLIN Magnus (SWE),CHILA Patrick
Danish Open Farum 2002,2002-11-21,LEE Chulseung/RYU Seungmin,NILSSON Peter/ZOOGLING Mikael,4,2,"12,7,11,11,8,11|10,11,5,2,11,2",QF,GRAND_SLAM,MD,1508,Main Draw,LEE Chulseung (KOR) / RYU Seungmin (KOR),NILSSON Peter (SWE) / ZOOGLING Mikael (SWE),LEE Chulseung
Danish Open Farum 2002,2002-11-21,STEFANOVA Nikoleta/WANG Yu (YOB=1981),LOGATZKAYA Tatyana/PAVLOVICH Veronika,4,1,"11,11,5,11,12|4,9,11,9,10",QR32,GRAND_SLAM,WD,1508,Qualification,STEFANOVA Nikoleta (ITA) / WANG Yu (YOB=1981) (ITA),LOGATZKAYA Tatyana (BLR) / PAVLOVICH Veronika (BLR),STEFANOVA Nikoleta
Danish Open Farum 2002,2002-11-21,DING Yan/KASABOVA Asya,STEFANSKA Kinga/GOROWSKA Magdalena,3,2,"10,5,11,12,11|12,11,9,10,7",QR64,GRAND_SLAM,WD,1508,Qualification,DING Yan (ITA) / KASABOVA Asya (BUL),STEFANSKA Kinga (POL) / GOROWSKA Magdalena (POL),DING Yan
Danish Open Farum 2002,2002-11-21,CAO Xingni/GUO Yan (1982),DING Yan/KASABOVA Asya,3,0,"11,11,11|8,3,9",QR32,GRAND_SLAM,WD,1508,Qualification,CAO Xingni (CHN) / GUO Yan (1982) (CHN),DING Yan (ITA) / KASABOVA Asya (BUL),CAO Xingni
Danish Open Farum 2002,2002-11-21,CAO Xingni/GUO Yan (1982),GOBEL Jessica/KRAMER Tanja,3,0,"11,11,11|3,7,6",QR16,GRAND_SLAM,WD,1508,Qualification,CAO Xingni (CHN) / GUO Yan (1982) (CHN),GOBEL Jessica (GER) / KRAMER Tanja (GER),CAO Xingni
Danish Open Farum 2002,2002-11-21,GUO Yue/LI Xiaoxia,ZAMFIR Adriana/STEFF Mihaela,4,0,"14,12,11,11|12,10,7,6",R16,GRAND_SLAM,WD,1508,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),ZAMFIR Adriana (ROU) / STEFF Mihaela (ROU),GUO Yue
Danish Open Farum 2002,2002-11-21,GUO Yue/LI Xiaoxia,BATORFI Csilla/TOTH Krisztina,4,3,"7,11,11,11,9,8,12|11,2,6,6,11,11,10",QF,GRAND_SLAM,WD,1508,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),BATORFI Csilla (HUN) / TOTH Krisztina (HUN),GUO Yue
Danish Open Farum 2002,2002-11-21,GUO Yue/LI Xiaoxia,STRUSE Nicole/SCHALL Elke,4,2,"12,8,11,8,11,11|10,11,6,11,4,8",SF,GRAND_SLAM,WD,1508,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),STRUSE Nicole (GER) / SCHALL Elke (GER),GUO Yue
Danish Open Farum 2002,2002-11-21,LI Nan/ZHANG Yining,GUO Yue/LI Xiaoxia,4,2,"6,11,11,11,6,11|11,9,9,9,11,9",F,GRAND_SLAM,WD,1508,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),GUO Yue (CHN) / LI Xiaoxia (CHN),LI Nan
Danish Open Farum 2002,2002-11-21,GAJIC Jelena/GOLIC Biljana,JENSEN Janne/SKOV Mie,3,1,"11,8,11,11|7,11,6,9",QR64,GRAND_SLAM,WD,1508,Qualification,GAJIC Jelena (SRB) / GOLIC Biljana (SRB),JENSEN Janne (DEN) / SKOV Mie (DEN),GAJIC Jelena
Danish Open Farum 2002,2002-11-21,KIM Soongsil/SUK Solji,COSTES Agathe/LEGAY Solene,3,2,"6,11,12,8,11|11,6,10,11,7",QR32,GRAND_SLAM,WD,1508,Qualification,KIM Soongsil (KOR) / SUK Solji (KOR),COSTES Agathe (FRA) / LEGAY Solene (FRA),KIM Soongsil
Danish Open Farum 2002,2002-11-21,LAU Sui Fei/TIE Yana,BURGAR Spela/HALAS Helena,3,0,"11,11,11|2,8,5",QR32,GRAND_SLAM,WD,1508,Qualification,LAU Sui Fei (HKG) / TIE Yana (HKG),BURGAR Spela (SLO) / HALAS Helena (SLO),LAU Sui Fei
Danish Open Farum 2002,2002-11-21,LAU Sui Fei/TIE Yana,JONSSON Carina/OLSSON Marie,3,0,"14,11,12|12,7,10",QR16,GRAND_SLAM,WD,1508,Qualification,LAU Sui Fei (HKG) / TIE Yana (HKG),JONSSON Carina (SWE) / OLSSON Marie (SWE),LAU Sui Fei
Danish Open Farum 2002,2002-11-21,LI Nan/ZHANG Yining,LAU Sui Fei/TIE Yana,4,0,"11,11,11,11|6,5,3,9",QF,GRAND_SLAM,WD,1508,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),LAU Sui Fei (HKG) / TIE Yana (HKG),LI Nan
Danish Open Farum 2002,2002-11-21,NEGRISOLI Laura/TAN Wenling,CAHOREAU Nathalie/PHAI PANG Laurie,3,1,"11,11,9,11|4,7,11,4",QR32,GRAND_SLAM,WD,1508,Qualification,NEGRISOLI Laura (ITA) / TAN Wenling (ITA),CAHOREAU Nathalie (FRA) / PHAI PANG Laurie (FRA),NEGRISOLI Laura
Danish Open Farum 2002,2002-11-21,BADESCU Otilia/PASKAUSKIENE Ruta,STEFANOVA Nikoleta/WANG Yu (YOB=1981),3,1,"11,11,9,11|7,9,11,5",QR16,GRAND_SLAM,WD,1508,Qualification,BADESCU Otilia (ROU) / PASKAUSKIENE Ruta (LTU),STEFANOVA Nikoleta (ITA) / WANG Yu (YOB=1981) (ITA),BADESCU Otilia
Danish Open Farum 2002,2002-11-21,HIRANO Sayaka/KISHIDA Satoko,NEGRISOLI Laura/TAN Wenling,3,1,"6,11,11,11|11,4,7,8",QR16,GRAND_SLAM,WD,1508,Qualification,HIRANO Sayaka (JPN) / KISHIDA Satoko (JPN),NEGRISOLI Laura (ITA) / TAN Wenling (ITA),HIRANO Sayaka
Danish Open Farum 2002,2002-11-21,FUJINUMA Ai/HIURA Reiko,GANINA Svetlana/KOSTROMINA Tatyana (1973),4,3,"11,6,11,9,11,7,11|9,11,3,11,7,11,9",R16,GRAND_SLAM,WD,1508,Main Draw,FUJINUMA Ai (JPN) / HIURA Reiko (JPN),GANINA Svetlana (RUS) / KOSTROMINA Tatyana (1973) (BLR),FUJINUMA Ai
Danish Open Farum 2002,2002-11-21,BATORFI Csilla/TOTH Krisztina,HIRANO Sayaka/KISHIDA Satoko,4,2,"12,11,5,4,11,11|10,9,11,11,9,6",R16,GRAND_SLAM,WD,1508,Main Draw,BATORFI Csilla (HUN) / TOTH Krisztina (HUN),HIRANO Sayaka (JPN) / KISHIDA Satoko (JPN),BATORFI Csilla
Danish Open Farum 2002,2002-11-21,KONISHI An/TASEI Mikie,CAO Xingni/GUO Yan (1982),4,0,"11,11,12,11|6,9,10,8",R16,GRAND_SLAM,WD,1508,Main Draw,KONISHI An (JPN) / TASEI Mikie (JPN),CAO Xingni (CHN) / GUO Yan (1982) (CHN),KONISHI An
Danish Open Farum 2002,2002-11-21,FUJINUMA Ai/HIURA Reiko,FADEEVA Oxana/MELNIK Galina,4,2,"7,7,11,12,11,11|11,11,9,10,8,5",QF,GRAND_SLAM,WD,1508,Main Draw,FUJINUMA Ai (JPN) / HIURA Reiko (JPN),FADEEVA Oxana (RUS) / MELNIK Galina (RUS),FUJINUMA Ai
Danish Open Farum 2002,2002-11-21,STRUSE Nicole/SCHALL Elke,KONISHI An/TASEI Mikie,4,2,"11,11,15,12,11,11|6,7,17,14,6,5",QF,GRAND_SLAM,WD,1508,Main Draw,STRUSE Nicole (GER) / SCHALL Elke (GER),KONISHI An (JPN) / TASEI Mikie (JPN),STRUSE Nicole
Danish Open Farum 2002,2002-11-21,LI Nan/ZHANG Yining,FUJINUMA Ai/HIURA Reiko,4,0,"11,11,12,11|4,5,10,4",SF,GRAND_SLAM,WD,1508,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),FUJINUMA Ai (JPN) / HIURA Reiko (JPN),LI Nan
Danish Open Farum 2002,2002-11-21,KIM Kyungah/LEE Soyoung,SILVESTRE Julia/TAMBORINI Aurelie,3,0,"11,11,12|5,6,10",QR32,GRAND_SLAM,WD,1508,Qualification,KIM Kyungah (KOR) / LEE Soyoung (KOR),SILVESTRE Julia (FRA) / TAMBORINI Aurelie (FRA),KIM Kyungah
Danish Open Farum 2002,2002-11-21,GANINA Svetlana/KOSTROMINA Tatyana (1973),BOMANN Anne-Cathrine/LEE Myungae,3,0,"11,11,11|8,8,4",QR32,GRAND_SLAM,WD,1508,Qualification,GANINA Svetlana (RUS) / KOSTROMINA Tatyana (1973) (BLR),BOMANN Anne-Cathrine (DEN) / LEE Myungae (KOR),GANINA Svetlana
Danish Open Farum 2002,2002-11-21,KIM Kyungah/LEE Soyoung,NEMES Olga/ODOROVA Eva,3,1,"11,12,9,11|5,10,11,8",QR16,GRAND_SLAM,WD,1508,Qualification,KIM Kyungah (KOR) / LEE Soyoung (KOR),NEMES Olga (ROU) / ODOROVA Eva (SVK),KIM Kyungah
Danish Open Farum 2002,2002-11-21,GANINA Svetlana/KOSTROMINA Tatyana (1973),KIM Soongsil/SUK Solji,3,2,"10,11,13,4,11|12,8,11,11,8",QR16,GRAND_SLAM,WD,1508,Qualification,GANINA Svetlana (RUS) / KOSTROMINA Tatyana (1973) (BLR),KIM Soongsil (KOR) / SUK Solji (KOR),GANINA Svetlana
Danish Open Farum 2002,2002-11-21,LAU Sui Fei/TIE Yana,LEE Hyangmi/SUK Eunmi,4,1,"15,11,8,11,11|13,9,11,7,9",R16,GRAND_SLAM,WD,1508,Main Draw,LAU Sui Fei (HKG) / TIE Yana (HKG),LEE Hyangmi (KOR) / SUK Eunmi (KOR),LAU Sui Fei
Danish Open Farum 2002,2002-11-21,STRUSE Nicole/SCHALL Elke,KIM Kyungah/LEE Soyoung,4,0,"14,13,12,11|12,11,10,8",R16,GRAND_SLAM,WD,1508,Main Draw,STRUSE Nicole (GER) / SCHALL Elke (GER),KIM Kyungah (KOR) / LEE Soyoung (KOR),STRUSE Nicole
Danish Open Farum 2002,2002-11-21,LI Nan/ZHANG Yining,BADESCU Otilia/PASKAUSKIENE Ruta,4,0,"11,11,11,11|6,5,4,8",R16,GRAND_SLAM,WD,1508,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),BADESCU Otilia (ROU) / PASKAUSKIENE Ruta (LTU),LI Nan
Danish Open Farum 2002,2002-11-21,CICHOCKA Magdalena/LUCZAKOWSKA Daria,XU Yan/ZHAO Danni,3,0,"11,11,11|6,5,4",QR64,GRAND_SLAM,WD,1508,Qualification,CICHOCKA Magdalena (POL) / LUCZAKOWSKA Daria (POL),XU Yan (SGP) / ZHAO Danni (SGP),CICHOCKA Magdalena
Danish Open Farum 2002,2002-11-21,ZAMFIR Adriana/STEFF Mihaela,FERNANDES Sabrina/GLADIEUX Elisabeth,3,1,"6,11,11,11|11,9,6,7",QR32,GRAND_SLAM,WD,1508,Qualification,ZAMFIR Adriana (ROU) / STEFF Mihaela (ROU),FERNANDES Sabrina (FRA) / GLADIEUX Elisabeth (FRA),ZAMFIR Adriana
Danish Open Farum 2002,2002-11-21,ZAMFIR Adriana/STEFF Mihaela,JEONG Soyoung/JUNG Sunyong,3,0,"11,11,11|3,7,8",QR16,GRAND_SLAM,WD,1508,Qualification,ZAMFIR Adriana (ROU) / STEFF Mihaela (ROU),JEONG Soyoung (KOR) / JUNG Sunyong (KOR),ZAMFIR Adriana
Danish Open Farum 2002,2002-11-21,FADEEVA Oxana/MELNIK Galina,DAUNTON Bethan/CIGANKOVA Nataliya,3,0,"12,11,11|10,8,6",QR32,GRAND_SLAM,WD,1508,Qualification,FADEEVA Oxana (RUS) / MELNIK Galina (RUS),DAUNTON Bethan (WAL) / CIGANKOVA Nataliya (BLR),FADEEVA Oxana
Danish Open Farum 2002,2002-11-21,FADEEVA Oxana/MELNIK Galina,JOHANSSON Sandra/JONSSON Susanne,3,0,"12,11,13|10,7,11",QR16,GRAND_SLAM,WD,1508,Qualification,FADEEVA Oxana (RUS) / MELNIK Galina (RUS),JOHANSSON Sandra (SWE) / JONSSON Susanne (SWE),FADEEVA Oxana
Danish Open Farum 2002,2002-11-21,FADEEVA Oxana/MELNIK Galina,NISHII Miyuki/NISHII Yuka,4,3,"11,11,10,10,13,11,11|5,4,12,12,11,13,6",R16,GRAND_SLAM,WD,1508,Main Draw,FADEEVA Oxana (RUS) / MELNIK Galina (RUS),NISHII Miyuki (JPN) / NISHII Yuka (JPN),FADEEVA Oxana
Danish Open Farum 2002,2002-11-21,JOHANSSON Sandra/JONSSON Susanne,XU Yan/ZHAO Danni,3,1,"11,5,11,11|4,11,6,3",QR32,GRAND_SLAM,WD,1508,Qualification,JOHANSSON Sandra (SWE) / JONSSON Susanne (SWE),XU Yan (SGP) / ZHAO Danni (SGP),JOHANSSON Sandra
Danish Open Farum 2002,2002-11-21,HIRANO Sayaka/KISHIDA Satoko,GAJIC Jelena/GOLIC Biljana,3,2,"4,11,14,11,11|11,8,16,5,5",QR32,GRAND_SLAM,WD,1508,Qualification,HIRANO Sayaka (JPN) / KISHIDA Satoko (JPN),GAJIC Jelena (SRB) / GOLIC Biljana (SRB),HIRANO Sayaka
Danish Open Farum 2002,2002-11-21,NEMES Olga/ODOROVA Eva,SONG Ah Sim/ZHANG Rui,3,0,"11,11,11|7,7,9",QR32,GRAND_SLAM,WD,1508,Qualification,NEMES Olga (ROU) / ODOROVA Eva (SVK),SONG Ah Sim (HKG) / ZHANG Rui (HKG),NEMES Olga
Danish Open Farum 2002,2002-11-21,JONSSON Carina/OLSSON Marie,GOURIN Anne-Sophie/GRUNDISCH Carole,3,2,"11,6,9,12,11|8,11,11,10,8",QR32,GRAND_SLAM,WD,1508,Qualification,JONSSON Carina (SWE) / OLSSON Marie (SWE),GOURIN Anne-Sophie (FRA) / GRUNDISCH Carole (FRA),JONSSON Carina
Danish Open Farum 2002,2002-11-21,GOBEL Jessica/KRAMER Tanja,BERGLUND Anna/JOHANSSON Frida,3,0,"11,11,11|4,5,7",QR32,GRAND_SLAM,WD,1508,Qualification,GOBEL Jessica (GER) / KRAMER Tanja (GER),BERGLUND Anna (SWE) / JOHANSSON Frida (SWE),GOBEL Jessica
Danish Open Farum 2002,2002-11-21,FERNANDES Sabrina/GLADIEUX Elisabeth,WIGOW Susanna/NORDENBERG Linda,3,1,"11,11,4,13|3,4,11,11",QR64,GRAND_SLAM,WD,1508,Qualification,FERNANDES Sabrina (FRA) / GLADIEUX Elisabeth (FRA),WIGOW Susanna (SWE) / NORDENBERG Linda (SWE),FERNANDES Sabrina
Danish Open Farum 2002,2002-11-21,BADESCU Otilia/PASKAUSKIENE Ruta,DEMIENOVA Zuzana/RATHER Jasna,3,1,"11,9,11,11|7,11,3,8",QR32,GRAND_SLAM,WD,1508,Qualification,BADESCU Otilia (ROU) / PASKAUSKIENE Ruta (LTU),DEMIENOVA Zuzana (SVK) / RATHER Jasna (USA),BADESCU Otilia
Danish Open Farum 2002,2002-11-21,JEONG Soyoung/JUNG Sunyong,/FINNEMANN Pia,3,0,"12,11,11|10,6,9",QR32,GRAND_SLAM,WD,1508,Qualification,JEONG Soyoung (KOR) / JUNG Sunyong (KOR), / FINNEMANN Pia (DEN),JEONG Soyoung
