tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BAUM Patrick,PETO Zsolt,3,2,"9,6,11,11,11|11,11,5,9,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BAUM Patrick (GER),PETO Zsolt (SRB),BAUM Patrick
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MONTEIRO Joao,HE Zhiwen,3,0,"11,11,12|9,9,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MONTEIRO Joao (POR),HE Zhiwen (ESP),MONTEIRO Joao
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FREITAS Marcos,MACHADO Carlos,3,0,"11,12,11|9,10,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,FREITAS Marcos (POR),MACHADO Carlos (ESP),FREITAS Marcos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SILVA Andre,CARNEROS Alfredo,3,1,"2,11,12,11|11,5,10,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SILVA Andre (POR),CARNEROS Alfredo (ESP),SILVA Andre
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GAO Ning,PROKOPCOV Dmitrij,3,0,"11,11,11|7,4,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GAO Ning (SGP),PROKOPCOV Dmitrij (CZE),GAO Ning
World Team Table Tennis Championships Dortmund 2012,2012-03-25,YANG Zi,KORBEL Petr,3,0,"11,11,13|6,8,11",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,YANG Zi (SGP),KORBEL Petr (CZE),YANG Zi
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OBESLO Michal,PANG Xue Jie,3,0,"12,11,11|10,7,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OBESLO Michal (CZE),PANG Xue Jie (SGP),OBESLO Michal
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GAO Ning,KORBEL Petr,3,0,"11,11,11|8,8,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GAO Ning (SGP),KORBEL Petr (CZE),GAO Ning
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Chien-An,OH Sangeun,3,1,"11,13,11,11|4,15,4,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHEN Chien-An (TPE),OH Sangeun (KOR),CHEN Chien-An
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHUANG Chih-Yuan,JOO Saehyuk,3,0,"11,11,11|6,5,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHUANG Chih-Yuan (TPE),JOO Saehyuk (KOR),CHUANG Chih-Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RYU Seungmin,CHIANG Hung-Chieh,3,0,"11,13,11|6,11,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RYU Seungmin (KOR),CHIANG Hung-Chieh (TPE),RYU Seungmin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OH Sangeun,CHUANG Chih-Yuan,3,2,"12,5,8,11,14|10,11,11,9,12",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OH Sangeun (KOR),CHUANG Chih-Yuan (TPE),OH Sangeun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JOO Saehyuk,CHEN Chien-An,3,2,"8,12,11,11,12|11,14,7,4,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JOO Saehyuk (KOR),CHEN Chien-An (TPE),JOO Saehyuk
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GARDOS Robert,ZWICKL Daniel,3,0,"11,11,11|8,4,3",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GARDOS Robert (AUT),ZWICKL Daniel (HUN),GARDOS Robert
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HABESOHN Daniel,KOSIBA Daniel,3,1,"4,11,13,11|11,7,11,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HABESOHN Daniel (AUT),KOSIBA Daniel (HUN),HABESOHN Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Weixing,JAKAB Janos,3,1,"6,11,11,11|11,7,9,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHEN Weixing (AUT),JAKAB Janos (HUN),CHEN Weixing
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEBESSON Emmanuel,BENTSEN Allan,3,1,"17,8,11,11|15,11,8,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LEBESSON Emmanuel (FRA),BENTSEN Allan (DEN),LEBESSON Emmanuel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GAUZY Simon,GROTH Jonathan,3,0,"11,11,11|9,6,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GAUZY Simon (FRA),GROTH Jonathan (DEN),GAUZY Simon
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FLORE Tristan,STERNBERG Kasper,3,0,"11,11,11|9,8,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,FLORE Tristan (FRA),STERNBERG Kasper (DEN),FLORE Tristan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Minseok,STERNBERG Kasper,3,2,"10,11,8,11,11|12,4,11,4,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KIM Minseok (KOR),STERNBERG Kasper (DEN),KIM Minseok
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JOO Saehyuk,HINDERSSON Mikkel,3,0,"11,11,11|8,7,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JOO Saehyuk (KOR),HINDERSSON Mikkel (DEN),JOO Saehyuk
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OH Sangeun,GROTH Jonathan,3,0,"11,11,11|5,4,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OH Sangeun (KOR),GROTH Jonathan (DEN),OH Sangeun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GARDOS Robert,GAUZY Simon,3,1,"11,7,11,11|7,11,6,3",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GARDOS Robert (AUT),GAUZY Simon (FRA),GARDOS Robert
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FEGERL Stefan,LEBESSON Emmanuel,3,0,"11,13,11|8,11,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,FEGERL Stefan (AUT),LEBESSON Emmanuel (FRA),FEGERL Stefan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Weixing,FLORE Tristan,3,1,"8,11,11,11|11,7,3,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHEN Weixing (AUT),FLORE Tristan (FRA),CHEN Weixing
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PATTANTYUS Adam,CHUANG Chih-Yuan,3,0,"12,12,11|10,10,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PATTANTYUS Adam (HUN),CHUANG Chih-Yuan (TPE),PATTANTYUS Adam
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Chien-An,KOSIBA Daniel,3,0,"11,11,11|8,9,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHEN Chien-An (TPE),KOSIBA Daniel (HUN),CHEN Chien-An
World Team Table Tennis Championships Dortmund 2012,2012-03-25,WU Chih-Chi,ZWICKL Daniel,3,2,"8,11,9,11,11|11,8,11,6,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,WU Chih-Chi (TPE),ZWICKL Daniel (HUN),WU Chih-Chi
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHUANG Chih-Yuan,KOSIBA Daniel,3,1,"11,6,11,11|5,11,8,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHUANG Chih-Yuan (TPE),KOSIBA Daniel (HUN),CHUANG Chih-Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OH Sangeun,GAUZY Simon,3,1,"11,9,11,11|7,11,6,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OH Sangeun (KOR),GAUZY Simon (FRA),OH Sangeun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JOO Saehyuk,ROBINOT Quentin,3,1,"11,9,11,11|8,11,6,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JOO Saehyuk (KOR),ROBINOT Quentin (FRA),JOO Saehyuk
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RYU Seungmin,FLORE Tristan,3,0,"11,11,15|5,6,13",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RYU Seungmin (KOR),FLORE Tristan (FRA),RYU Seungmin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHUANG Chih-Yuan,FEGERL Stefan,3,0,"11,11,13|6,4,11",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHUANG Chih-Yuan (TPE),FEGERL Stefan (AUT),CHUANG Chih-Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GARDOS Robert,CHEN Chien-An,3,2,"11,10,12,7,12|7,12,10,11,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GARDOS Robert (AUT),CHEN Chien-An (TPE),GARDOS Robert
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Weixing,CHIANG Hung-Chieh,3,1,"11,7,11,11|7,11,6,3",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHEN Weixing (AUT),CHIANG Hung-Chieh (TPE),CHEN Weixing
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GARDOS Robert,CHUANG Chih-Yuan,3,0,"12,11,14|10,6,12",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GARDOS Robert (AUT),CHUANG Chih-Yuan (TPE),GARDOS Robert
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BENTSEN Allan,PATTANTYUS Adam,3,1,"11,11,6,11|6,5,11,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BENTSEN Allan (DEN),PATTANTYUS Adam (HUN),BENTSEN Allan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOSIBA Daniel,GROTH Jonathan,3,0,"11,11,12|8,8,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOSIBA Daniel (HUN),GROTH Jonathan (DEN),KOSIBA Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JAKAB Janos,STERNBERG Kasper,3,0,"11,11,11|4,8,4",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JAKAB Janos (HUN),STERNBERG Kasper (DEN),JAKAB Janos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BENTSEN Allan,KOSIBA Daniel,3,2,"8,10,12,11,11|11,12,10,6,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BENTSEN Allan (DEN),KOSIBA Daniel (HUN),BENTSEN Allan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PATTANTYUS Adam,GROTH Jonathan,3,1,"11,4,11,13|4,11,9,11",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PATTANTYUS Adam (HUN),GROTH Jonathan (DEN),PATTANTYUS Adam
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HABESOHN Daniel,JOO Saehyuk,3,0,"11,11,11|5,7,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HABESOHN Daniel (AUT),JOO Saehyuk (KOR),HABESOHN Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OH Sangeun,GARDOS Robert,3,0,"11,13,11|7,11,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OH Sangeun (KOR),GARDOS Robert (AUT),OH Sangeun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RYU Seungmin,FEGERL Stefan,3,0,"11,11,11|7,6,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RYU Seungmin (KOR),FEGERL Stefan (AUT),RYU Seungmin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JOO Saehyuk,GARDOS Robert,3,0,"11,11,13|7,9,11",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JOO Saehyuk (KOR),GARDOS Robert (AUT),JOO Saehyuk
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GAUZY Simon,ZWICKL Daniel,3,1,"11,9,11,11|8,11,4,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GAUZY Simon (FRA),ZWICKL Daniel (HUN),GAUZY Simon
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEBESSON Emmanuel,JAKAB Janos,3,0,"12,11,11|10,8,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LEBESSON Emmanuel (FRA),JAKAB Janos (HUN),LEBESSON Emmanuel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PATTANTYUS Adam,ROBINOT Quentin,3,2,"11,10,11,10,11|8,12,8,12,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PATTANTYUS Adam (HUN),ROBINOT Quentin (FRA),PATTANTYUS Adam
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GAUZY Simon,JAKAB Janos,3,1,"18,11,7,11|16,9,11,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GAUZY Simon (FRA),JAKAB Janos (HUN),GAUZY Simon
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHUANG Chih-Yuan,STERNBERG Kasper,3,0,"11,11,13|9,7,11",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHUANG Chih-Yuan (TPE),STERNBERG Kasper (DEN),CHUANG Chih-Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Chien-An,BENTSEN Allan,3,2,"11,9,11,6,12|5,11,2,11,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHEN Chien-An (TPE),BENTSEN Allan (DEN),CHEN Chien-An
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HINDERSSON Mikkel,WU Chih-Chi,3,1,"11,7,11,11|8,11,7,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HINDERSSON Mikkel (DEN),WU Chih-Chi (TPE),HINDERSSON Mikkel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHUANG Chih-Yuan,BENTSEN Allan,3,0,"11,11,11|3,4,1",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHUANG Chih-Yuan (TPE),BENTSEN Allan (DEN),CHUANG Chih-Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JEOUNG Youngsik,PATTANTYUS Adam,3,1,"11,11,15,11|7,4,17,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JEOUNG Youngsik (KOR),PATTANTYUS Adam (HUN),JEOUNG Youngsik
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOSIBA Daniel,KIM Minseok,3,0,"11,11,11|9,8,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOSIBA Daniel (HUN),KIM Minseok (KOR),KOSIBA Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RYU Seungmin,ZWICKL Daniel,3,0,"11,11,11|6,8,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RYU Seungmin (KOR),ZWICKL Daniel (HUN),RYU Seungmin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Minseok,PATTANTYUS Adam,3,0,"11,11,11|6,1,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KIM Minseok (KOR),PATTANTYUS Adam (HUN),KIM Minseok
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HABESOHN Daniel,STERNBERG Kasper,3,2,"3,11,6,11,11|11,9,11,8,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HABESOHN Daniel (AUT),STERNBERG Kasper (DEN),HABESOHN Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HINDERSSON Mikkel,FEGERL Stefan,3,2,"12,12,7,6,14|10,10,11,11,12",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HINDERSSON Mikkel (DEN),FEGERL Stefan (AUT),HINDERSSON Mikkel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SCHLAGER Werner,GROTH Jonathan,3,0,"11,11,11|7,2,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SCHLAGER Werner (AUT),GROTH Jonathan (DEN),SCHLAGER Werner
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HABESOHN Daniel,HINDERSSON Mikkel,3,0,"14,11,12|12,8,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HABESOHN Daniel (AUT),HINDERSSON Mikkel (DEN),HABESOHN Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHUANG Chih-Yuan,LEBESSON Emmanuel,3,1,"11,11,4,11|8,7,11,4",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHUANG Chih-Yuan (TPE),LEBESSON Emmanuel (FRA),CHUANG Chih-Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Chien-An,GAUZY Simon,3,2,"13,12,10,11,11|11,14,12,6,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHEN Chien-An (TPE),GAUZY Simon (FRA),CHEN Chien-An
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ROBINOT Quentin,CHIANG Hung-Chieh,3,1,"11,11,11,11|5,13,7,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ROBINOT Quentin (FRA),CHIANG Hung-Chieh (TPE),ROBINOT Quentin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHUANG Chih-Yuan,GAUZY Simon,3,1,"9,11,11,13|11,6,6,11",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHUANG Chih-Yuan (TPE),GAUZY Simon (FRA),CHUANG Chih-Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MIZUTANI Jun,SAMSONOV Vladimir,3,1,"11,4,14,11|7,11,12,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MIZUTANI Jun (JPN),SAMSONOV Vladimir (BLR),MIZUTANI Jun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MATSUDAIRA Kenji,CHTCHETININE Evgueni,3,2,"11,11,5,10,11|1,9,11,12,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MATSUDAIRA Kenji (JPN),CHTCHETININE Evgueni (BLR),MATSUDAIRA Kenji
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KISHIKAWA Seiya,PLATONOV Pavel,3,0,"13,12,13|11,10,11",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KISHIKAWA Seiya (JPN),PLATONOV Pavel (BLR),KISHIKAWA Seiya
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SMIRNOV Alexey,PISTEJ Lubomir,3,1,"11,11,6,11|6,2,11,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SMIRNOV Alexey (RUS),PISTEJ Lubomir (SVK),SMIRNOV Alexey
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KEINATH Thomas,SKACHKOV Kirill,3,2,"8,11,9,11,11|11,9,11,5,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KEINATH Thomas (SVK),SKACHKOV Kirill (RUS),KEINATH Thomas
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RUBTSOV Igor,SEREDA Peter,3,2,"8,11,11,7,11|11,8,6,11,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RUBTSOV Igor (RUS),SEREDA Peter (SVK),RUBTSOV Igor
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KEINATH Thomas,SMIRNOV Alexey,3,2,"8,12,9,11,11|11,10,11,9,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KEINATH Thomas (SVK),SMIRNOV Alexey (RUS),KEINATH Thomas
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SKACHKOV Kirill,PISTEJ Lubomir,3,1,"11,9,11,11|8,11,7,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SKACHKOV Kirill (RUS),PISTEJ Lubomir (SVK),SKACHKOV Kirill
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GACINA Andrej,SUCH Bartosz,3,0,"11,11,11|9,4,4",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GACINA Andrej (CRO),SUCH Bartosz (POL),GACINA Andrej
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PRIMORAC Zoran,WANG Zengyi,3,2,"7,11,11,7,11|11,3,2,11,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PRIMORAC Zoran (CRO),WANG Zengyi (POL),PRIMORAC Zoran
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOLAREK Tomislav,KOSOWSKI Jakub,3,0,"11,11,11|9,7,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOLAREK Tomislav (CRO),KOSOWSKI Jakub (POL),KOLAREK Tomislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NIWA Koki,GORAK Daniel,3,0,"11,14,11|4,12,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,NIWA Koki (JPN),GORAK Daniel (POL),NIWA Koki
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FLORAS Robert,KISHIKAWA Seiya,3,2,"5,12,11,11,12|11,14,9,6,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,FLORAS Robert (POL),KISHIKAWA Seiya (JPN),FLORAS Robert
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SUCH Bartosz,YOSHIMURA Maharu,3,2,"9,11,6,11,11|11,9,11,6,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SUCH Bartosz (POL),YOSHIMURA Maharu (JPN),SUCH Bartosz
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GORAK Daniel,KISHIKAWA Seiya,3,2,"11,7,11,8,11|9,11,7,11,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GORAK Daniel (POL),KISHIKAWA Seiya (JPN),GORAK Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GACINA Andrej,SMIRNOV Alexey,3,1,"6,11,11,12|11,9,6,10",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GACINA Andrej (CRO),SMIRNOV Alexey (RUS),GACINA Andrej
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SKACHKOV Kirill,PRIMORAC Zoran,3,1,"11,11,10,11|5,9,12,4",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SKACHKOV Kirill (RUS),PRIMORAC Zoran (CRO),SKACHKOV Kirill
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOLAREK Tomislav,SHIBAEV Alexander,3,2,"5,11,9,11,11|11,5,11,5,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOLAREK Tomislav (CRO),SHIBAEV Alexander (RUS),KOLAREK Tomislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SMIRNOV Alexey,PRIMORAC Zoran,3,1,"11,9,11,11|6,11,5,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SMIRNOV Alexey (RUS),PRIMORAC Zoran (CRO),SMIRNOV Alexey
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SKACHKOV Kirill,GACINA Andrej,3,1,"9,11,11,11|11,9,8,3",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SKACHKOV Kirill (RUS),GACINA Andrej (CRO),SKACHKOV Kirill
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PLATONOV Pavel,PISTEJ Lubomir,3,1,"11,11,11,11|13,7,9,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PLATONOV Pavel (BLR),PISTEJ Lubomir (SVK),PLATONOV Pavel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SAMSONOV Vladimir,KEINATH Thomas,3,0,"11,12,11|9,10,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SAMSONOV Vladimir (BLR),KEINATH Thomas (SVK),SAMSONOV Vladimir
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHTCHETININE Evgueni,BARDON Michal,3,1,"7,11,11,11|11,4,3,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHTCHETININE Evgueni (BLR),BARDON Michal (SVK),CHTCHETININE Evgueni
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NIWA Koki,GACINA Andrej,3,1,"12,11,14,11|10,13,12,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,NIWA Koki (JPN),GACINA Andrej (CRO),NIWA Koki
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MIZUTANI Jun,ZUBCIC Tomislav,3,0,"11,11,11|8,5,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MIZUTANI Jun (JPN),ZUBCIC Tomislav (CRO),MIZUTANI Jun
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MATSUDAIRA Kenji,KOLAREK Tomislav,3,2,"7,11,3,12,11|11,8,11,10,4",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MATSUDAIRA Kenji (JPN),KOLAREK Tomislav (CRO),MATSUDAIRA Kenji
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SAMSONOV Vladimir,SHIBAEV Alexander,3,1,"1,12,11,11|11,10,8,5",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SAMSONOV Vladimir (BLR),SHIBAEV Alexander (RUS),SAMSONOV Vladimir
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SMIRNOV Alexey,PLATONOV Pavel,3,2,"8,11,5,11,11|11,7,11,6,6",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SMIRNOV Alexey (RUS),PLATONOV Pavel (BLR),SMIRNOV Alexey
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHTCHETININE Evgueni,SKACHKOV Kirill,3,2,"11,8,12,13,11|8,11,10,15,7",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHTCHETININE Evgueni (BLR),SKACHKOV Kirill (RUS),CHTCHETININE Evgueni
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SAMSONOV Vladimir,SMIRNOV Alexey,3,2,"11,11,8,2,11|7,3,11,11,9",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SAMSONOV Vladimir (BLR),SMIRNOV Alexey (RUS),SAMSONOV Vladimir
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GORAK Daniel,PISTEJ Lubomir,3,2,"6,11,10,11,11|11,5,12,4,8",GROUP,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GORAK Daniel (POL),PISTEJ Lubomir (SVK),GORAK Daniel
