tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF-Oceania Cup 2022,2022-12-17,YEE Grace Rosi,WANEGUI Julie,FIJ,NCL,4,3,"11,9,11,11,9,9,11|4,11,8,6,11,11,6",QUAL,OTHER,WS,2670,Qualification,YEE Grace Rosi (FIJ),WANEGUI Julie (NCL),,,4 - 3,11:4 9:11 11:8 11:6 9:11 9:11 11:6,YEE Grace Rosi,2022
ITTF-Pan American Championships 2022,2022-10-31,RODRIGUEZ Lizdainet,RIOS Daniely,CUB,PUR,3,2,"13,11,3,2,11|11,9,11,11,9",QF,OTHER,WT,2611,Main Draw,RODRIGUEZ Lizdainet (CUB),RIOS Daniely (PUR),LOVET Idalys (CUB),DIAZ Melanie (PUR),3 - 2,13:11 11:9 3:11 2:11 11:9,RODRIGUEZ Lizdainet,2022
ITTF-Pan American Championships 2022,2022-10-31,BURGOS Brianna,FONSECA Daniela,PUR,CUB,3,2,"9,11,13,5,11|11,7,11,11,8",QF,OTHER,WT,2611,Main Draw,BURGOS Brianna (PUR),FONSECA Daniela (CUB),,,2 - 3,11:9 7:11 11:13 11:5 8:11,BURGOS Brianna,2022
ITTF-Pan American Championships 2022,2022-10-31,DIAZ Melanie,LOVET Idalys,PUR,CUB,3,2,"11,8,13,11,11|4,11,15,7,9",QF,OTHER,WT,2611,Main Draw,DIAZ Melanie (PUR),LOVET Idalys (CUB),,,2 - 3,4:11 11:8 15:13 7:11 9:11,DIAZ Melanie,2022
ITTF-Pan American Championships 2022,2022-10-31,RIOS Daniely,FONSECA Daniela,PUR,CUB,3,0,"14,11,11|12,9,8",QF,OTHER,WT,2611,Main Draw,RIOS Daniely (PUR),FONSECA Daniela (CUB),,,0 - 3,12:14 9:11 8:11,RIOS Daniely,2022
ITTF-Pan American Championships 2022,2022-10-31,MOLERO Candela,KUMAHARA Luca,ARG,BRA,3,1,"11,7,11,11|6,11,7,6",QF,OTHER,WT,2611,Main Draw,MOLERO Candela (ARG),KUMAHARA Luca (BRA),ARGUELLES Camila (ARG),TAKAHASHI Giulia (BRA),3 - 1,11:6 7:11 11:7 11:6,MOLERO Candela,2022
ITTF-Pan American Championships 2022,2022-10-31,TAKAHASHI Bruna,KAIZOJI Camila,BRA,ARG,3,0,"13,11,11|11,4,8",QF,OTHER,WT,2611,Main Draw,TAKAHASHI Bruna (BRA),KAIZOJI Camila (ARG),,,0 - 3,11:13 4:11 8:11,TAKAHASHI Bruna,2022
ITTF-Pan American Championships 2022,2022-10-31,TAKAHASHI Giulia,ARGUELLES Camila,BRA,ARG,3,2,"6,13,9,11,11|11,11,11,7,6",QF,OTHER,WT,2611,Main Draw,TAKAHASHI Giulia (BRA),ARGUELLES Camila (ARG),,,2 - 3,11:6 11:13 11:9 7:11 6:11,TAKAHASHI Giulia,2022
ITTF-Pan American Championships 2022,2022-10-31,KUMAHARA Luca,KAIZOJI Camila,BRA,ARG,3,1,"11,11,9,11|6,2,11,8",QF,OTHER,WT,2611,Main Draw,KUMAHARA Luca (BRA),KAIZOJI Camila (ARG),,,1 - 3,6:11 2:11 11:9 8:11,KUMAHARA Luca,2022
ITTF-Pan American Championships 2022,2022-10-31,VEGA Paulina,LIAO Ivy,CHI,CAN,3,2,"11,5,11,9,11|4,11,4,11,7",QF,OTHER,WT,2611,Main Draw,VEGA Paulina (CHI),LIAO Ivy (CAN),ORTEGA Daniela (CHI),LIU Crystal (CAN),2 - 3,4:11 11:5 4:11 11:9 7:11,VEGA Paulina,2022
ITTF-Pan American Championships 2022,2022-10-31,ZHANG Mo,MORALES Judith,CAN,CHI,3,0,"11,11,11|9,4,6",QF,OTHER,WT,2611,Main Draw,ZHANG Mo (CAN),MORALES Judith (CHI),,,3 - 0,11:9 11:4 11:6,ZHANG Mo,2022
ITTF-Pan American Championships 2022,2022-10-31,ORTEGA Daniela,LIU Crystal,CHI,CAN,3,0,"11,11,11|8,7,9",QF,OTHER,WT,2611,Main Draw,ORTEGA Daniela (CHI),LIU Crystal (CAN),,,0 - 3,8:11 7:11 9:11,ORTEGA Daniela,2022
ITTF-Pan American Championships 2022,2022-10-31,ZHANG Mo,VEGA Paulina,CAN,CHI,3,0,"12,12,11|10,10,6",QF,OTHER,WT,2611,Main Draw,ZHANG Mo (CAN),VEGA Paulina (CHI),,,3 - 0,12:10 12:10 11:6,ZHANG Mo,2022
ITTF-Pan American Championships 2022,2022-10-31,MORALES Judith,LIAO Ivy,CHI,CAN,3,2,"12,11,9,7,12|10,6,11,11,10",QF,OTHER,WT,2611,Main Draw,MORALES Judith (CHI),LIAO Ivy (CAN),,,2 - 3,10:12 6:11 11:9 11:7 10:12,MORALES Judith,2022
ITTF-Pan American Championships 2022,2022-10-31,WANG Amy,SILVA Yadira,USA,MEX,3,1,"10,13,11,11|12,11,8,9",QF,OTHER,WT,2611,Main Draw,WANG Amy (USA),SILVA Yadira (MEX),SUNG Rachel (USA),BARCENAS Clio (MEX),3 - 1,10:12 13:11 11:8 11:9,WANG Amy,2022
ITTF-Pan American Championships 2022,2022-10-31,ZHANG Lily,COSSIO Arantxa,USA,MEX,3,1,"9,11,11,11|11,7,5,4",QF,OTHER,WT,2611,Main Draw,ZHANG Lily (USA),COSSIO Arantxa (MEX),,,3 - 1,9:11 11:7 11:5 11:4,ZHANG Lily,2022
ITTF-Pan American Championships 2022,2022-10-31,SUNG Rachel,BARCENAS Clio,USA,MEX,3,0,"11,11,11|6,4,4",QF,OTHER,WT,2611,Main Draw,SUNG Rachel (USA),BARCENAS Clio (MEX),,,3 - 0,11:6 11:4 11:4,SUNG Rachel,2022
ITTF-Pan American Championships 2022,2022-10-31,GOMEZ Gustavo,GONZALEZ Daniel,CHI,PUR,3,1,"11,11,9,11|5,3,11,4",QF,OTHER,MT,2611,Main Draw,GOMEZ Gustavo (CHI),GONZALEZ Daniel (PUR),BURGOS Nicolas (CHI),NARANJO Angel (PUR),3 - 1,11:5 11:3 9:11 11:4,GOMEZ Gustavo,2022
ITTF-Pan American Championships 2022,2022-10-31,AFANADOR Brian,OLAVE Alfonso,PUR,CHI,3,1,"12,11,9,11|10,6,11,8",QF,OTHER,MT,2611,Main Draw,AFANADOR Brian (PUR),OLAVE Alfonso (CHI),,,1 - 3,10:12 6:11 11:9 8:11,AFANADOR Brian,2022
ITTF-Pan American Championships 2022,2022-10-31,BURGOS Nicolas,NARANJO Angel,CHI,PUR,3,1,"11,11,8,11|8,4,11,5",QF,OTHER,MT,2611,Main Draw,BURGOS Nicolas (CHI),NARANJO Angel (PUR),,,3 - 1,11:8 11:4 8:11 11:5,BURGOS Nicolas,2022
ITTF-Pan American Championships 2022,2022-10-31,GONZALEZ Daniel,OLAVE Alfonso,PUR,CHI,3,0,"14,11,11|12,7,6",QF,OTHER,MT,2611,Main Draw,GONZALEZ Daniel (PUR),OLAVE Alfonso (CHI),,,0 - 3,12:14 7:11 6:11,GONZALEZ Daniel,2022
ITTF-Pan American Championships 2022,2022-10-31,AFANADOR Brian,GOMEZ Gustavo,PUR,CHI,3,2,"12,12,11,11,11|10,14,13,8,7",QF,OTHER,MT,2611,Main Draw,AFANADOR Brian (PUR),GOMEZ Gustavo (CHI),,,2 - 3,10:12 14:12 13:11 8:11 7:11,AFANADOR Brian,2022
ITTF-Pan American Championships 2022,2022-10-31,TEODORO Guilherme,HAZIN Jeremy,BRA,CAN,3,0,"11,11,16|8,8,14",QF,OTHER,MT,2611,Main Draw,TEODORO Guilherme (BRA),HAZIN Jeremy (CAN),JOUTI Eric (BRA),LY Edward (CAN),3 - 0,11:8 11:8 16:14,TEODORO Guilherme,2022
ITTF-Pan American Championships 2022,2022-10-31,ISHIY Vitor,WANG Eugene,BRA,CAN,3,1,"11,11,8,13|1,8,11,11",QF,OTHER,MT,2611,Main Draw,ISHIY Vitor (BRA),WANG Eugene (CAN),,,3 - 1,11:1 11:8 8:11 13:11,ISHIY Vitor,2022
ITTF-Pan American Championships 2022,2022-10-31,LY Edward,JOUTI Eric,CAN,BRA,3,1,"11,4,11,11|8,11,8,7",QF,OTHER,MT,2611,Main Draw,LY Edward (CAN),JOUTI Eric (BRA),,,1 - 3,8:11 11:4 8:11 7:11,LY Edward,2022
ITTF-Pan American Championships 2022,2022-10-31,ISHIY Vitor,HAZIN Jeremy,BRA,CAN,3,0,"12,11,11|10,7,7",QF,OTHER,MT,2611,Main Draw,ISHIY Vitor (BRA),HAZIN Jeremy (CAN),,,3 - 0,12:10 11:7 11:7,ISHIY Vitor,2022
ITTF-Pan American Championships 2022,2022-10-31,CIFUENTES Horacio,VIGO Rodrigo,ARG,PER,3,1,"11,10,11,11|3,12,5,5",QF,OTHER,MT,2611,Main Draw,CIFUENTES Horacio (ARG),VIGO Rodrigo (PER),ALTO Gaston (ARG),FERNANDEZ Carlos (PER),1 - 3,3:11 12:10 5:11 5:11,CIFUENTES Horacio,2022
ITTF-Pan American Championships 2022,2022-10-31,HIDALGO Rodrigo,LORENZO Santiago,PER,ARG,3,2,"11,9,5,11,11|9,11,11,7,7",QF,OTHER,MT,2611,Main Draw,HIDALGO Rodrigo (PER),LORENZO Santiago (ARG),,,3 - 2,11:9 9:11 5:11 11:7 11:7,HIDALGO Rodrigo,2022
ITTF-Pan American Championships 2022,2022-10-31,ALTO Gaston,FERNANDEZ Carlos,ARG,PER,3,1,"11,13,14,12|8,11,16,10",QF,OTHER,MT,2611,Main Draw,ALTO Gaston (ARG),FERNANDEZ Carlos (PER),,,1 - 3,8:11 11:13 16:14 10:12,ALTO Gaston,2022
ITTF-Pan American Championships 2022,2022-10-31,CIFUENTES Horacio,HIDALGO Rodrigo,ARG,PER,3,0,"11,11,11|6,6,4",QF,OTHER,MT,2611,Main Draw,CIFUENTES Horacio (ARG),HIDALGO Rodrigo (PER),,,0 - 3,6:11 6:11 4:11,CIFUENTES Horacio,2022
ITTF-Pan American Championships 2022,2022-10-31,LIANG Jishan,GOMEZ ROJAS Eday,USA,CUB,3,2,"10,11,11,7,11|12,5,5,11,6",QF,OTHER,MT,2611,Main Draw,LIANG Jishan (USA),GOMEZ ROJAS Eday (CUB),ALGUETTI Sharon (USA),MARTINEZ Livan (CUB),3 - 2,10:12 11:5 11:5 7:11 11:6,LIANG Jishan,2022
ITTF-Pan American Championships 2022,2022-10-31,JHA Kanak,CAMPOS Jorge,USA,CUB,3,1,"6,12,11,11|11,10,6,8",QF,OTHER,MT,2611,Main Draw,JHA Kanak (USA),CAMPOS Jorge (CUB),,,3 - 1,6:11 12:10 11:6 11:8,JHA Kanak,2022
ITTF-Pan American Championships 2022,2022-10-31,ALGUETTI Sharon,MARTINEZ Livan,USA,CUB,3,2,"14,11,7,12,11|12,7,11,14,8",QF,OTHER,MT,2611,Main Draw,ALGUETTI Sharon (USA),MARTINEZ Livan (CUB),,,3 - 2,14:12 11:7 7:11 12:14 11:8,ALGUETTI Sharon,2022
ITTF-Pan American Championships 2022,2022-10-31,WANG Amy,RIOS Daniely,USA,PUR,3,0,"11,11,11|8,7,7",SF,OTHER,WT,2611,Main Draw,WANG Amy (USA),RIOS Daniely (PUR),SUNG Rachel (USA),DIAZ Melanie (PUR),0 - 3,8:11 7:11 7:11,WANG Amy,2022
ITTF-Pan American Championships 2022,2022-10-31,ZHANG Lily,BURGOS Brianna,USA,PUR,3,1,"11,11,11,11|13,5,5,8",SF,OTHER,WT,2611,Main Draw,ZHANG Lily (USA),BURGOS Brianna (PUR),,,1 - 3,13:11 5:11 5:11 8:11,ZHANG Lily,2022
ITTF-Pan American Championships 2022,2022-10-31,SUNG Rachel,DIAZ Melanie,USA,PUR,3,1,"7,11,11,11|11,6,4,9",SF,OTHER,WT,2611,Main Draw,SUNG Rachel (USA),DIAZ Melanie (PUR),,,1 - 3,11:7 6:11 4:11 9:11,SUNG Rachel,2022
ITTF-Pan American Championships 2022,2022-10-31,KUMAHARA Luca,ORTEGA Daniela,BRA,CHI,3,1,"11,11,9,11|7,7,11,6",SF,OTHER,WT,2611,Main Draw,KUMAHARA Luca (BRA),ORTEGA Daniela (CHI),TAKAHASHI Giulia (BRA),VEGA Paulina (CHI),1 - 3,7:11 7:11 11:9 6:11,KUMAHARA Luca,2022
ITTF-Pan American Championships 2022,2022-10-31,TAKAHASHI Bruna,MORALES Judith,BRA,CHI,3,0,"11,11,11|5,5,5",SF,OTHER,WT,2611,Main Draw,TAKAHASHI Bruna (BRA),MORALES Judith (CHI),,,0 - 3,5:11 5:11 5:11,TAKAHASHI Bruna,2022
ITTF-Pan American Championships 2022,2022-10-31,TAKAHASHI Giulia,VEGA Paulina,BRA,CHI,3,2,"11,8,11,11,11|8,11,13,6,8",SF,OTHER,WT,2611,Main Draw,TAKAHASHI Giulia (BRA),VEGA Paulina (CHI),,,2 - 3,8:11 11:8 13:11 6:11 8:11,TAKAHASHI Giulia,2022
ITTF-Pan American Championships 2022,2022-10-31,TEODORO Guilherme,GONZALEZ Daniel,BRA,PUR,3,0,"11,11,11|6,7,7",SF,OTHER,MT,2611,Main Draw,TEODORO Guilherme (BRA),GONZALEZ Daniel (PUR),ISHIY Vitor (BRA),BIRRIEL Oscar (PUR),0 - 3,6:11 7:11 7:11,TEODORO Guilherme,2022
ITTF-Pan American Championships 2022,2022-10-31,CALDERANO Hugo,NARANJO Angel,BRA,PUR,3,0,"11,11,11|5,4,7",SF,OTHER,MT,2611,Main Draw,CALDERANO Hugo (BRA),NARANJO Angel (PUR),,,0 - 3,5:11 4:11 7:11,CALDERANO Hugo,2022
ITTF-Pan American Championships 2022,2022-10-31,ISHIY Vitor,BIRRIEL Oscar,BRA,PUR,3,1,"11,11,9,11|8,9,11,3",SF,OTHER,MT,2611,Main Draw,ISHIY Vitor (BRA),BIRRIEL Oscar (PUR),,,1 - 3,8:11 9:11 11:9 3:11,ISHIY Vitor,2022
ITTF-Pan American Championships 2022,2022-10-31,LIANG Jishan,ALTO Gaston,USA,ARG,3,1,"11,13,11,11|8,15,7,9",SF,OTHER,MT,2611,Main Draw,LIANG Jishan (USA),ALTO Gaston (ARG),ALGUETTI Sharon (USA),CIFUENTES Horacio (ARG),1 - 3,8:11 15:13 7:11 9:11,LIANG Jishan,2022
ITTF-Pan American Championships 2022,2022-10-31,JHA Kanak,LORENZO Santiago,USA,ARG,3,1,"11,11,11,11|13,6,4,2",SF,OTHER,MT,2611,Main Draw,JHA Kanak (USA),LORENZO Santiago (ARG),,,1 - 3,13:11 6:11 4:11 2:11,JHA Kanak,2022
ITTF-Pan American Championships 2022,2022-10-31,ALGUETTI Sharon,CIFUENTES Horacio,USA,ARG,3,2,"11,3,10,11,11|8,11,12,9,6",SF,OTHER,MT,2611,Main Draw,ALGUETTI Sharon (USA),CIFUENTES Horacio (ARG),,,2 - 3,8:11 11:3 12:10 9:11 6:11,ALGUETTI Sharon,2022
ITTF-Pan American Championships 2022,2022-10-31,SUNG Rachel,TAKAHASHI Giulia,USA,BRA,3,1,"12,11,7,11|10,4,11,2",F,OTHER,WT,2611,Main Draw,SUNG Rachel (USA),TAKAHASHI Giulia (BRA),WANG Amy (USA),KUMAHARA Luca (BRA),3 - 1,12:10 11:4 7:11 11:2,SUNG Rachel,2022
ITTF-Pan American Championships 2022,2022-10-31,TAKAHASHI Bruna,ZHANG Lily,BRA,USA,3,1,"11,11,7,11|6,2,11,9",F,OTHER,WT,2611,Main Draw,TAKAHASHI Bruna (BRA),ZHANG Lily (USA),,,1 - 3,6:11 2:11 11:7 9:11,TAKAHASHI Bruna,2022
ITTF-Pan American Championships 2022,2022-10-31,KUMAHARA Luca,WANG Amy,BRA,USA,3,1,"8,11,12,11|11,3,10,7",F,OTHER,WT,2611,Main Draw,KUMAHARA Luca (BRA),WANG Amy (USA),,,1 - 3,11:8 3:11 10:12 7:11,KUMAHARA Luca,2022
ITTF-Pan American Championships 2022,2022-10-31,ZHANG Lily,TAKAHASHI Giulia,USA,BRA,3,1,"11,11,11,11|7,13,2,4",F,OTHER,WT,2611,Main Draw,ZHANG Lily (USA),TAKAHASHI Giulia (BRA),,,3 - 1,11:7 11:13 11:2 11:4,ZHANG Lily,2022
ITTF-Pan American Championships 2022,2022-10-31,TAKAHASHI Bruna,SUNG Rachel,BRA,USA,3,0,"11,11,14|9,9,12",F,OTHER,WT,2611,Main Draw,TAKAHASHI Bruna (BRA),SUNG Rachel (USA),,,0 - 3,9:11 9:11 12:14,TAKAHASHI Bruna,2022
ITTF-Pan American Championships 2022,2022-10-31,TEODORO Guilherme,LIANG Jishan,BRA,USA,3,0,"11,11,11|6,8,9",F,OTHER,MT,2611,Main Draw,TEODORO Guilherme (BRA),LIANG Jishan (USA),ISHIY Vitor (BRA),ALGUETTI Sharon (USA),0 - 3,6:11 8:11 9:11,TEODORO Guilherme,2022
ITTF-Pan American Championships 2022,2022-10-31,JHA Kanak,CALDERANO Hugo,USA,BRA,3,0,"11,11,11|7,9,9",F,OTHER,MT,2611,Main Draw,JHA Kanak (USA),CALDERANO Hugo (BRA),,,3 - 0,11:7 11:9 11:9,JHA Kanak,2022
ITTF-Pan American Championships 2022,2022-10-31,ISHIY Vitor,ALGUETTI Sharon,BRA,USA,3,0,"11,11,11|7,4,7",F,OTHER,MT,2611,Main Draw,ISHIY Vitor (BRA),ALGUETTI Sharon (USA),,,0 - 3,7:11 4:11 7:11,ISHIY Vitor,2022
ITTF-Pan American Championships 2022,2022-10-31,JHA Kanak,TEODORO Guilherme,USA,BRA,3,1,"11,10,11,11|3,12,9,9",F,OTHER,MT,2611,Main Draw,JHA Kanak (USA),TEODORO Guilherme (BRA),,,3 - 1,11:3 10:12 11:9 11:9,JHA Kanak,2022
ITTF-Pan American Championships 2022,2022-10-31,CALDERANO Hugo,LIANG Jishan,BRA,USA,3,1,"11,10,11,11|4,12,3,4",F,OTHER,MT,2611,Main Draw,CALDERANO Hugo (BRA),LIANG Jishan (USA),,,1 - 3,4:11 12:10 3:11 4:11,CALDERANO Hugo,2022
ITTF-Pan American Championships 2022,2022-10-31,ALTO Gaston/MOLERO Candela,RIOS Carlos/DIAZ Mariangel,ARG,VEN,3,1,"11,11,10,15|5,6,12,13",R32,OTHER,XD,2611,Main Draw,ALTO Gaston (ARG) / MOLERO Candela (ARG),RIOS Carlos (VEN) / DIAZ Mariangel (VEN),MOLERO Candela (ARG),DIAZ Mariangel (VEN),3 - 1,11:5 11:6 10:12 15:13,ALTO Gaston,2022
ITTF-Pan American Championships 2022,2022-10-31,CAMPOS Jorge/FONSECA Daniela,MONTOYA Alejandro/ZAVALETA Lucia,CUB,CRC,3,0,"11,11,11|6,6,2",R32,OTHER,XD,2611,Main Draw,CAMPOS Jorge (CUB) / FONSECA Daniela (CUB),MONTOYA Alejandro (CRC) / ZAVALETA Lucia (CRC),FONSECA Daniela (CUB),ZAVALETA Lucia (CRC),0 - 3,6:11 6:11 2:11,CAMPOS Jorge,2022
ITTF-Pan American Championships 2022,2022-10-31,KUMAR Nikhil/WANG Amy,MARTINEZ Livan/LOVET Idalys,USA,CUB,3,0,"12,11,11|10,5,3",R32,OTHER,XD,2611,Main Draw,KUMAR Nikhil (USA) / WANG Amy (USA),MARTINEZ Livan (CUB) / LOVET Idalys (CUB),WANG Amy (USA),LOVET Idalys (CUB),3 - 0,12:10 11:5 11:3,KUMAR Nikhil,2022
ITTF-Pan American Championships 2022,2022-10-31,ARAYA Daniel/ARAYA Angie,ARCE Dario/BARCENAS Clio,CRC,MEX,3,0,"11,11,11|0,0,0",R32,OTHER,XD,2611,Main Draw,ARAYA Daniel (CRC) / ARAYA Angie (CRC),ARCE Dario (MEX) / BARCENAS Clio (MEX),ARAYA Angie (CRC),BARCENAS Clio (MEX),3 - 0,11:0 11:0 11:0,ARAYA Daniel,2022
ITTF-Pan American Championships 2022,2022-10-31,GONZALEZ Daniel/DIAZ Melanie,ALTO Gaston/MOLERO Candela,PUR,ARG,3,2,"11,6,7,11,11|7,11,11,3,8",R16,OTHER,XD,2611,Main Draw,GONZALEZ Daniel (PUR) / DIAZ Melanie (PUR),ALTO Gaston (ARG) / MOLERO Candela (ARG),DIAZ Melanie (PUR),MOLERO Candela (ARG),2 - 3,7:11 11:6 11:7 3:11 8:11,GONZALEZ Daniel,2022
ITTF-Pan American Championships 2022,2022-10-31,ISHIY Vitor/TAKAHASHI Bruna,MADRID Marcos/SILVA Yadira,BRA,MEX,3,0,"16,11,11|14,7,7",R16,OTHER,XD,2611,Main Draw,ISHIY Vitor (BRA) / TAKAHASHI Bruna (BRA),MADRID Marcos (MEX) / SILVA Yadira (MEX),TAKAHASHI Bruna (BRA),SILVA Yadira (MEX),3 - 0,16:14 11:7 11:7,ISHIY Vitor,2022
ITTF-Pan American Championships 2022,2022-10-31,BURGOS Nicolas/VEGA Paulina,CAMPOS Jorge/FONSECA Daniela,CHI,CUB,3,0,"12,11,11|10,3,5",R16,OTHER,XD,2611,Main Draw,BURGOS Nicolas (CHI) / VEGA Paulina (CHI),CAMPOS Jorge (CUB) / FONSECA Daniela (CUB),VEGA Paulina (CHI),FONSECA Daniela (CUB),3 - 0,12:10 11:3 11:5,BURGOS Nicolas,2022
ITTF-Pan American Championships 2022,2022-10-31,JHA Kanak/ZHANG Lily,HAZIN Jeremy/LIU Crystal,USA,CAN,3,1,"11,11,9,11|7,6,11,8",R16,OTHER,XD,2611,Main Draw,JHA Kanak (USA) / ZHANG Lily (USA),HAZIN Jeremy (CAN) / LIU Crystal (CAN),ZHANG Lily (USA),LIU Crystal (CAN),1 - 3,7:11 6:11 11:9 8:11,JHA Kanak,2022
ITTF-Pan American Championships 2022,2022-10-31,WANG Eugene/ZHANG Mo,AFANADOR Brian/DIAZ Adriana,CAN,PUR,3,1,"15,8,11,11|13,11,4,9",R16,OTHER,XD,2611,Main Draw,WANG Eugene (CAN) / ZHANG Mo (CAN),AFANADOR Brian (PUR) / DIAZ Adriana (PUR),ZHANG Mo (CAN),DIAZ Adriana (PUR),1 - 3,13:15 11:8 4:11 9:11,WANG Eugene,2022
ITTF-Pan American Championships 2022,2022-10-31,CIFUENTES Horacio/ARGUELLES Camila,CASTILLO Cesar/OBANDO Camila,ARG,VEN,3,0,"11,11,11|6,7,7",R16,OTHER,XD,2611,Main Draw,CIFUENTES Horacio (ARG) / ARGUELLES Camila (ARG),CASTILLO Cesar (VEN) / OBANDO Camila (VEN),ARGUELLES Camila (ARG),OBANDO Camila (VEN),0 - 3,6:11 7:11 7:11,CIFUENTES Horacio,2022
ITTF-Pan American Championships 2022,2022-10-31,JOUTI Eric/KUMAHARA Luca,ARAYA Daniel/ARAYA Angie,BRA,CRC,3,0,"11,11,11|6,2,9",R16,OTHER,XD,2611,Main Draw,JOUTI Eric (BRA) / KUMAHARA Luca (BRA),ARAYA Daniel (CRC) / ARAYA Angie (CRC),KUMAHARA Luca (BRA),ARAYA Angie (CRC),3 - 0,11:6 11:2 11:9,JOUTI Eric,2022
ITTF-Pan American Championships 2022,2022-10-31,KUMAR Nikhil/WANG Amy,GOMEZ Gustavo/ORTEGA Daniela,USA,CHI,3,1,"11,6,11,12|8,11,4,10",R16,OTHER,XD,2611,Main Draw,KUMAR Nikhil (USA) / WANG Amy (USA),GOMEZ Gustavo (CHI) / ORTEGA Daniela (CHI),WANG Amy (USA),ORTEGA Daniela (CHI),3 - 1,11:8 6:11 11:4 12:10,KUMAR Nikhil,2022
ITTF-Pan American Championships 2022,2022-10-31,COSSIO Arantxa/SILVA Yadira,ARAYA Angie/ZAVALETA Lucia,MEX,CRC,3,0,"11,11,11|3,7,5",R16,OTHER,WD,2611,Main Draw,COSSIO Arantxa (MEX) / SILVA Yadira (MEX),ARAYA Angie (CRC) / ZAVALETA Lucia (CRC),SILVA Yadira (MEX),ZAVALETA Lucia (CRC),0 - 3,3:11 7:11 5:11,COSSIO Arantxa,2022
ITTF-Pan American Championships 2022,2022-10-31,LOVET Idalys/FONSECA Daniela,DIAZ Mariangel/OBANDO Camila,CUB,VEN,3,0,"11,11,13|4,4,11",R16,OTHER,WD,2611,Main Draw,LOVET Idalys (CUB) / FONSECA Daniela (CUB),DIAZ Mariangel (VEN) / OBANDO Camila (VEN),FONSECA Daniela (CUB),OBANDO Camila (VEN),0 - 3,4:11 4:11 11:13,LOVET Idalys,2022
ITTF-Pan American Championships 2022,2022-10-31,HIDALGO Rodrigo/FERNANDEZ Carlos,ARAYA Daniel/MONTOYA Alejandro,PER,CRC,3,0,"11,11,11|4,4,1",R16,OTHER,MD,2611,Main Draw,HIDALGO Rodrigo (PER) / FERNANDEZ Carlos (PER),ARAYA Daniel (CRC) / MONTOYA Alejandro (CRC),FERNANDEZ Carlos (PER),MONTOYA Alejandro (CRC),0 - 3,4:11 4:11 1:11,HIDALGO Rodrigo,2022
ITTF-Pan American Championships 2022,2022-10-31,TORANZOS Alejandro/AGUIRRE Marcelo,MARTINEZ Livan/CAMPOS Jorge,PAR,CUB,3,2,"11,5,11,6,11|6,11,9,11,7",R16,OTHER,MD,2611,Main Draw,TORANZOS Alejandro (PAR) / AGUIRRE Marcelo (PAR),MARTINEZ Livan (CUB) / CAMPOS Jorge (CUB),AGUIRRE Marcelo (PAR),CAMPOS Jorge (CUB),3 - 2,11:6 5:11 11:9 6:11 11:7,TORANZOS Alejandro,2022
ITTF-Pan American Championships 2022,2022-10-31,JOUTI Eric/ISHIY Vitor,LIANG Jishan/ALGUETTI Sharon,BRA,USA,3,0,"11,11,11|8,6,6",R16,OTHER,MD,2611,Main Draw,JOUTI Eric (BRA) / ISHIY Vitor (BRA),LIANG Jishan (USA) / ALGUETTI Sharon (USA),ISHIY Vitor (BRA),ALGUETTI Sharon (USA),0 - 3,8:11 6:11 6:11,JOUTI Eric,2022
ITTF-Pan American Championships 2022,2022-10-31,CASTILLO Cesar/RIOS Carlos,KNIGHT Tyrese/MAXWELL Ramon,VEN,BAR,3,2,"7,10,11,11,11|11,12,7,9,7",R16,OTHER,MD,2611,Main Draw,CASTILLO Cesar (VEN) / RIOS Carlos (VEN),KNIGHT Tyrese (BAR) / MAXWELL Ramon (BAR),RIOS Carlos (VEN),MAXWELL Ramon (BAR),3 - 2,7:11 10:12 11:7 11:9 11:7,CASTILLO Cesar,2022
ITTF-Pan American Championships 2022,2022-10-31,GOMEZ Gustavo/BURGOS Nicolas,ARCE Dario/MADRID Marcos,CHI,MEX,3,0,"11,11,11|0,0,0",R16,OTHER,MD,2611,Main Draw,GOMEZ Gustavo (CHI) / BURGOS Nicolas (CHI),ARCE Dario (MEX) / MADRID Marcos (MEX),BURGOS Nicolas (CHI),MADRID Marcos (MEX),3 - 0,11:0 11:0 11:0,GOMEZ Gustavo,2022
ITTF-Pan American Championships 2022,2022-10-31,RIOFRIO Emiliano/MINO Alberto,LY Edward/WANG Eugene,ECU,CAN,3,2,"11,11,8,7,11|4,5,11,11,8",R16,OTHER,MD,2611,Main Draw,RIOFRIO Emiliano (ECU) / MINO Alberto (ECU),LY Edward (CAN) / WANG Eugene (CAN),MINO Alberto (ECU),WANG Eugene (CAN),3 - 2,11:4 11:5 8:11 7:11 11:8,RIOFRIO Emiliano,2022
ITTF-Pan American Championships 2022,2022-10-31,CIFUENTES Horacio/ARGUELLES Camila,JOUTI Eric/KUMAHARA Luca,ARG,BRA,3,2,"11,8,9,11,11|8,11,11,8,9",QF,OTHER,XD,2611,Main Draw,CIFUENTES Horacio (ARG) / ARGUELLES Camila (ARG),JOUTI Eric (BRA) / KUMAHARA Luca (BRA),ARGUELLES Camila (ARG),KUMAHARA Luca (BRA),2 - 3,8:11 11:8 11:9 8:11 9:11,CIFUENTES Horacio,2022
