tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
YOG North America Continental Qualification Las Vegas 2017,2017-12-17,JHA Kanak,XIE Tianming,USA,USA,4,0,"11,11,11,11|5,2,6,4",R16,OTHER,JBS,510,Main Draw,JHA Kanak (USA),XIE Tianming (USA),,,4 - 0,11:5 11:2 11:6 11:4,JHA Kanak,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,MUTTI Matteo,BILAS Arthur,ITA,BEL,3,1,"11,11,4,13|8,9,11,11",R32,OLYMPICS,U21MS,465,Main Draw,BILAS Arthur (BEL),MUTTI Matteo (ITA),,,1 - 3,8:11 9:11 11:4 11:13,MUTTI Matteo,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,AFANADOR Brian,BADOWSKI Marek,PUR,POL,3,0,"12,11,11|10,9,5",R32,OLYMPICS,U21MS,465,Main Draw,AFANADOR Brian (PUR),BADOWSKI Marek (POL),,,3 - 0,12:10 11:9 11:5,AFANADOR Brian,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,POLANSKY Tomas,RASMUSSEN Tobias,CZE,DEN,3,1,"9,11,11,11|11,9,2,6",R32,OLYMPICS,U21MS,465,Main Draw,RASMUSSEN Tobias (DEN),POLANSKY Tomas (CZE),,,1 - 3,11:9 9:11 2:11 6:11,POLANSKY Tomas,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,CHERNOV Konstantin,RANEFUR Elias,RUS,SWE,3,2,"11,11,5,11,11|13,4,11,8,8",R32,OLYMPICS,U21MS,465,Main Draw,RANEFUR Elias (SWE),CHERNOV Konstantin (RUS),,,2 - 3,13:11 4:11 11:5 8:11 8:11,CHERNOV Konstantin,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,ISMAILOV Sadi,IGARASHI Fumiya,RUS,JPN,3,0,"14,11,12|12,5,10",R32,OLYMPICS,U21MS,465,Main Draw,IGARASHI Fumiya (JPN),ISMAILOV Sadi (RUS),,,0 - 3,12:14 5:11 10:12,ISMAILOV Sadi,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,ALLEGRO Martin,KOLODZIEJCZYK Maciej,BEL,AUT,3,0,"11,11,11|6,6,3",R32,OLYMPICS,U21MS,465,Main Draw,ALLEGRO Martin (BEL),KOLODZIEJCZYK Maciej (AUT),,,3 - 0,11:6 11:6 11:3,ALLEGRO Martin,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KIZUKURI Yuto,HAN YuBeen,JPN,KOR,3,1,"11,5,11,12|7,11,6,10",R32,OLYMPICS,U21MS,465,Main Draw,HAN YuBeen (KOR),KIZUKURI Yuto (JPN),,,1 - 3,7:11 11:5 6:11 10:12,KIZUKURI Yuto,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,GERASSIMENKO Kirill,KOZUL Deni,KAZ,SLO,3,0,"11,11,14|3,6,12",R16,OLYMPICS,U21MS,465,Main Draw,GERASSIMENKO Kirill (KAZ),KOZUL Deni (SLO),,,3 - 0,11:3 11:6 14:12,GERASSIMENKO Kirill,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,LIND Anders,NIKULIN Ivan,DEN,RUS,3,0,"11,11,11|9,8,7",R16,OLYMPICS,U21MS,465,Main Draw,LIND Anders (DEN),NIKULIN Ivan (RUS),,,3 - 0,11:9 11:8 11:7,LIND Anders,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KANAMITSU Koyo,CHOU Te-Hao,JPN,TPE,3,1,"11,11,4,11|9,8,11,6",R16,OLYMPICS,U21MS,465,Main Draw,CHOU Te-Hao (TPE),KANAMITSU Koyo (JPN),,,1 - 3,9:11 8:11 11:4 6:11,KANAMITSU Koyo,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,IZUMO Takuto,JORGIC Darko,JPN,SLO,3,2,"3,8,11,11,11|11,11,8,9,9",R16,OLYMPICS,U21MS,465,Main Draw,IZUMO Takuto (JPN),JORGIC Darko (SLO),,,3 - 2,3:11 8:11 11:8 11:9 11:9,IZUMO Takuto,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,TOGAMI Shunsuke,MUTTI Matteo,JPN,ITA,3,0,"11,11,11|3,9,7",R16,OLYMPICS,U21MS,465,Main Draw,TOGAMI Shunsuke (JPN),MUTTI Matteo (ITA),,,3 - 0,11:3 11:9 11:7,TOGAMI Shunsuke,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,POLANSKY Tomas,AFANADOR Brian,CZE,PUR,3,1,"8,11,11,11|11,5,6,5",R16,OLYMPICS,U21MS,465,Main Draw,AFANADOR Brian (PUR),POLANSKY Tomas (CZE),,,1 - 3,11:8 5:11 6:11 5:11,POLANSKY Tomas,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,ISMAILOV Sadi,CHERNOV Konstantin,RUS,RUS,3,2,"11,13,8,11,11|7,15,11,4,2",R16,OLYMPICS,U21MS,465,Main Draw,CHERNOV Konstantin (RUS),ISMAILOV Sadi (RUS),,,2 - 3,7:11 15:13 11:8 4:11 2:11,ISMAILOV Sadi,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KIZUKURI Yuto,ALLEGRO Martin,JPN,BEL,3,0,"11,11,11|6,8,7",R16,OLYMPICS,U21MS,465,Main Draw,ALLEGRO Martin (BEL),KIZUKURI Yuto (JPN),,,0 - 3,6:11 8:11 7:11,KIZUKURI Yuto,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,GERASSIMENKO Kirill,LIND Anders,KAZ,DEN,3,1,"6,11,11,11|11,3,5,9",QuarterFinal,OLYMPICS,U21MS,465,Main Draw,GERASSIMENKO Kirill (KAZ),LIND Anders (DEN),,,3 - 1,6:11 11:3 11:5 11:9,GERASSIMENKO Kirill,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KANAMITSU Koyo,IZUMO Takuto,JPN,JPN,3,2,"11,9,11,8,11|9,11,7,11,6",QuarterFinal,OLYMPICS,U21MS,465,Main Draw,KANAMITSU Koyo (JPN),IZUMO Takuto (JPN),,,3 - 2,11:9 9:11 11:7 8:11 11:6,KANAMITSU Koyo,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,POLANSKY Tomas,TOGAMI Shunsuke,CZE,JPN,3,2,"8,11,11,3,11|11,8,9,11,7",QuarterFinal,OLYMPICS,U21MS,465,Main Draw,TOGAMI Shunsuke (JPN),POLANSKY Tomas (CZE),,,2 - 3,11:8 8:11 9:11 11:3 7:11,POLANSKY Tomas,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KIZUKURI Yuto,ISMAILOV Sadi,JPN,RUS,3,1,"9,11,12,11|11,9,10,7",QuarterFinal,OLYMPICS,U21MS,465,Main Draw,ISMAILOV Sadi (RUS),KIZUKURI Yuto (JPN),,,1 - 3,11:9 9:11 10:12 7:11,KIZUKURI Yuto,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KANAMITSU Koyo,GERASSIMENKO Kirill,JPN,KAZ,3,0,"11,11,11|8,9,9",SemiFinal,OLYMPICS,U21MS,465,Main Draw,GERASSIMENKO Kirill (KAZ),KANAMITSU Koyo (JPN),,,0 - 3,8:11 9:11 9:11,KANAMITSU Koyo,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,POLANSKY Tomas,KIZUKURI Yuto,CZE,JPN,3,1,"11,6,12,11|9,11,10,8",SemiFinal,OLYMPICS,U21MS,465,Main Draw,POLANSKY Tomas (CZE),KIZUKURI Yuto (JPN),,,3 - 1,11:9 6:11 12:10 11:8,POLANSKY Tomas,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KANAMITSU Koyo,POLANSKY Tomas,JPN,CZE,3,1,"14,9,11,11|12,11,7,8",Final,OLYMPICS,U21MS,465,Main Draw,KANAMITSU Koyo (JPN),POLANSKY Tomas (CZE),,,3 - 1,14:12 9:11 11:7 11:8,KANAMITSU Koyo,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,SHIBATA Saki,KANG Dayeon,JPN,KOR,3,2,"12,8,7,11,12|10,11,11,8,10",R32,OLYMPICS,U21WS,465,Main Draw,SHIBATA Saki (JPN),KANG Dayeon (KOR),,,3 - 2,12:10 8:11 7:11 11:8 12:10,SHIBATA Saki,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,WAN Yuan,TRIGOLOS Daria,GER,BLR,3,1,"11,9,11,11|9,11,9,3",R32,OLYMPICS,U21WS,465,Main Draw,WAN Yuan (GER),TRIGOLOS Daria (BLR),,,3 - 1,11:9 9:11 11:9 11:3,WAN Yuan,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KIHARA Miyuu,MEN Shuohan,JPN,NED,3,0,"11,11,11|7,9,5",R32,OLYMPICS,U21WS,465,Main Draw,KIHARA Miyuu (JPN),MEN Shuohan (NED),,,3 - 0,11:7 11:9 11:5,KIHARA Miyuu,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,MANTZ Chantal,VOVK Aleksandra,GER,SLO,3,0,"11,11,11|6,8,7",R32,OLYMPICS,U21WS,465,Main Draw,VOVK Aleksandra (SLO),MANTZ Chantal (GER),,,0 - 3,6:11 8:11 7:11,MANTZ Chantal,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,JI Eunchae,LAM Yee Lok,KOR,HKG,3,2,"11,9,11,11,11|2,11,6,13,7",R32,OLYMPICS,U21WS,465,Main Draw,JI Eunchae (KOR),LAM Yee Lok (HKG),,,3 - 2,11:2 9:11 11:6 11:13 11:7,JI Eunchae,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BAJOR Natalia,TSAI Yu-Chin,POL,TPE,3,1,"11,4,11,11|9,11,7,5",R32,OLYMPICS,U21WS,465,Main Draw,TSAI Yu-Chin (TPE),BAJOR Natalia (POL),,,1 - 3,9:11 11:4 7:11 5:11,BAJOR Natalia,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,SAWETTABUT Jinnipa,LEE Yujin,THA,KOR,3,1,"11,11,9,13|8,9,11,11",R32,OLYMPICS,U21WS,465,Main Draw,LEE Yujin (KOR),SAWETTABUT Jinnipa (THA),,,1 - 3,8:11 9:11 11:9 11:13,SAWETTABUT Jinnipa,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,MITTELHAM Nina,YOVKOVA Maria,GER,BUL,3,0,"12,11,11|10,3,5",R32,OLYMPICS,U21WS,465,Main Draw,YOVKOVA Maria (BUL),MITTELHAM Nina (GER),,,0 - 3,10:12 3:11 5:11,MITTELHAM Nina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIAZ Adriana,SHIN Yubin,PUR,KOR,3,1,"11,11,6,11|7,8,11,7",R32,OLYMPICS,U21WS,465,Main Draw,DIAZ Adriana (PUR),SHIN Yubin (KOR),,,3 - 1,11:7 11:8 6:11 11:7,DIAZ Adriana,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DRAGOMAN Andreea,CHERNORAY Daria,ROU,RUS,3,0,"11,11,11|9,9,7",R32,OLYMPICS,U21WS,465,Main Draw,CHERNORAY Daria (RUS),DRAGOMAN Andreea (ROU),,,0 - 3,9:11 9:11 7:11,DRAGOMAN Andreea,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,TAILAKOVA Mariia,LIU Qi,RUS,HKG,3,2,"10,11,11,4,11|12,9,8,11,7",R32,OLYMPICS,U21WS,465,Main Draw,TAILAKOVA Mariia (RUS),LIU Qi (HKG),,,3 - 2,10:12 11:9 11:8 4:11 11:7,TAILAKOVA Mariia,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KHETKHUAN Tamolwan,SCHOLZ Vivien,THA,LUX,3,0,"11,11,11|8,8,9",R32,OLYMPICS,U21WS,465,Main Draw,SCHOLZ Vivien (LUX),KHETKHUAN Tamolwan (THA),,,0 - 3,8:11 8:11 9:11,KHETKHUAN Tamolwan,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BOGDANOVA Nadezhda,TAKEUCHI Kana,BLR,JPN,3,0,"11,11,11|8,5,9",R32,OLYMPICS,U21WS,465,Main Draw,TAKEUCHI Kana (JPN),BOGDANOVA Nadezhda (BLR),,,0 - 3,8:11 5:11 9:11,BOGDANOVA Nadezhda,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,GUSEVA Ekaterina,TROSMAN Nicole,RUS,ISR,3,1,"11,9,11,11|8,11,8,8",R32,OLYMPICS,U21WS,465,Main Draw,TROSMAN Nicole (ISR),GUSEVA Ekaterina (RUS),,,1 - 3,8:11 11:9 8:11 8:11,GUSEVA Ekaterina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BALINT Bernadett,CLAPA Andreea,HUN,ROU,3,0,"11,11,11|6,8,4",R32,OLYMPICS,U21WS,465,Main Draw,BALINT Bernadett (HUN),CLAPA Andreea (ROU),,,3 - 0,11:6 11:8 11:4,BALINT Bernadett,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIACONU Adina,CAREY Charlotte,ROU,WAL,3,2,"3,11,8,11,13|11,9,11,6,11",R32,OLYMPICS,U21WS,465,Main Draw,CAREY Charlotte (WAL),DIACONU Adina (ROU),,,2 - 3,11:3 9:11 11:8 6:11 11:13,DIACONU Adina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,SHIBATA Saki,WAN Yuan,JPN,GER,3,0,"11,11,11|9,4,6",R16,OLYMPICS,U21WS,465,Main Draw,SHIBATA Saki (JPN),WAN Yuan (GER),,,3 - 0,11:9 11:4 11:6,SHIBATA Saki,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KIHARA Miyuu,MANTZ Chantal,JPN,GER,3,0,"11,11,11|6,9,5",R16,OLYMPICS,U21WS,465,Main Draw,KIHARA Miyuu (JPN),MANTZ Chantal (GER),,,3 - 0,11:6 11:9 11:5,KIHARA Miyuu,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,JI Eunchae,BAJOR Natalia,KOR,POL,3,1,"11,11,5,11|7,6,11,8",R16,OLYMPICS,U21WS,465,Main Draw,JI Eunchae (KOR),BAJOR Natalia (POL),,,3 - 1,11:7 11:6 5:11 11:8,JI Eunchae,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,SAWETTABUT Jinnipa,MITTELHAM Nina,THA,GER,3,1,"12,6,11,15|10,11,6,13",R16,OLYMPICS,U21WS,465,Main Draw,SAWETTABUT Jinnipa (THA),MITTELHAM Nina (GER),,,3 - 1,12:10 6:11 11:6 15:13,SAWETTABUT Jinnipa,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIAZ Adriana,DRAGOMAN Andreea,PUR,ROU,3,2,"9,6,11,11,13|11,11,5,7,11",R16,OLYMPICS,U21WS,465,Main Draw,DIAZ Adriana (PUR),DRAGOMAN Andreea (ROU),,,3 - 2,9:11 6:11 11:5 11:7 13:11,DIAZ Adriana,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KHETKHUAN Tamolwan,TAILAKOVA Mariia,THA,RUS,3,1,"11,11,7,11|6,6,11,8",R16,OLYMPICS,U21WS,465,Main Draw,TAILAKOVA Mariia (RUS),KHETKHUAN Tamolwan (THA),,,1 - 3,6:11 6:11 11:7 8:11,KHETKHUAN Tamolwan,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,GUSEVA Ekaterina,BOGDANOVA Nadezhda,RUS,BLR,3,2,"11,11,9,6,11|9,9,11,11,9",R16,OLYMPICS,U21WS,465,Main Draw,BOGDANOVA Nadezhda (BLR),GUSEVA Ekaterina (RUS),,,2 - 3,9:11 9:11 11:9 11:6 9:11,GUSEVA Ekaterina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIACONU Adina,BALINT Bernadett,ROU,HUN,3,1,"11,14,5,11|5,12,11,9",R16,OLYMPICS,U21WS,465,Main Draw,BALINT Bernadett (HUN),DIACONU Adina (ROU),,,1 - 3,5:11 12:14 11:5 9:11,DIACONU Adina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KIHARA Miyuu,SHIBATA Saki,JPN,JPN,3,2,"11,5,6,12,11|9,11,11,10,9",QuarterFinal,OLYMPICS,U21WS,465,Main Draw,SHIBATA Saki (JPN),KIHARA Miyuu (JPN),,,2 - 3,9:11 11:5 11:6 10:12 9:11,KIHARA Miyuu,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,JI Eunchae,SAWETTABUT Jinnipa,KOR,THA,3,2,"9,6,12,14,11|11,11,10,12,4",QuarterFinal,OLYMPICS,U21WS,465,Main Draw,JI Eunchae (KOR),SAWETTABUT Jinnipa (THA),,,3 - 2,9:11 6:11 12:10 14:12 11:4,JI Eunchae,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIAZ Adriana,KHETKHUAN Tamolwan,PUR,THA,3,0,"11,11,11|9,7,5",QuarterFinal,OLYMPICS,U21WS,465,Main Draw,DIAZ Adriana (PUR),KHETKHUAN Tamolwan (THA),,,3 - 0,11:9 11:7 11:5,DIAZ Adriana,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIACONU Adina,GUSEVA Ekaterina,ROU,RUS,3,1,"6,13,12,11|11,11,10,3",QuarterFinal,OLYMPICS,U21WS,465,Main Draw,GUSEVA Ekaterina (RUS),DIACONU Adina (ROU),,,1 - 3,11:6 11:13 10:12 3:11,DIACONU Adina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,JI Eunchae,KIHARA Miyuu,KOR,JPN,3,2,"11,12,6,9,11|7,10,11,11,7",SemiFinal,OLYMPICS,U21WS,465,Main Draw,KIHARA Miyuu (JPN),JI Eunchae (KOR),,,2 - 3,7:11 10:12 11:6 11:9 7:11,JI Eunchae,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIACONU Adina,DIAZ Adriana,ROU,PUR,3,2,"8,13,8,11,11|11,11,11,5,3",SemiFinal,OLYMPICS,U21WS,465,Main Draw,DIAZ Adriana (PUR),DIACONU Adina (ROU),,,2 - 3,11:8 11:13 11:8 5:11 3:11,DIACONU Adina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIACONU Adina,JI Eunchae,ROU,KOR,3,1,"11,11,11,11|8,13,6,9",Final,OLYMPICS,U21WS,465,Main Draw,JI Eunchae (KOR),DIACONU Adina (ROU),,,1 - 3,8:11 13:11 6:11 9:11,DIACONU Adina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BOGDANOVA Nadezhda/TRIGOLOS Daria,MIKHAILOVA Polina/VOROBEVA Olga,BLR,RUS,3,1,"11,11,7,11|6,9,11,6",R16,OLYMPICS,WD,465,Main Draw,BOGDANOVA Nadezhda (BLR) / TRIGOLOS Daria (BLR),MIKHAILOVA Polina (RUS) / VOROBEVA Olga (RUS),TRIGOLOS Daria (BLR),VOROBEVA Olga (RUS),3 - 1,11:6 11:9 7:11 11:6,BOGDANOVA Nadezhda,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KIZUKURI Yuto/TAKAMI Masaki,KOLAREK Tomislav/SIMOVIC Miho,JPN,CRO,3,0,"11,11,11|6,5,3",R16,OLYMPICS,MD,465,Main Draw,KIZUKURI Yuto (JPN) / TAKAMI Masaki (JPN),KOLAREK Tomislav (CRO) / SIMOVIC Miho (CRO),TAKAMI Masaki (JPN),SIMOVIC Miho (CRO),0 - 3,6:11 5:11 3:11,KIZUKURI Yuto,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BOGDANOVA Nadezhda/TRIGOLOS Daria,DURAK Mirela/JEGER Mateja,BLR,CRO,3,1,"11,11,9,12|9,1,11,10",SemiFinal,OLYMPICS,WD,465,Main Draw,BOGDANOVA Nadezhda (BLR) / TRIGOLOS Daria (BLR),DURAK Mirela (CRO) / JEGER Mateja (CRO),TRIGOLOS Daria (BLR),JEGER Mateja (CRO),1 - 3,9:11 1:11 11:9 10:12,BOGDANOVA Nadezhda,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KONECNY Tomas/POLANSKY Tomas,FLORE Tristan/SALIFOU Abdel-Kader,CZE,FRA,3,0,"11,12,11|4,10,5",SemiFinal,OLYMPICS,MD,465,Main Draw,KONECNY Tomas (CZE) / POLANSKY Tomas (CZE),FLORE Tristan (FRA) / SALIFOU Abdel-Kader (BEN),POLANSKY Tomas (CZE),SALIFOU Abdel-Kader (BEN),3 - 0,11:4 12:10 11:5,KONECNY Tomas,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BRODD Viktor/NORDBERG Hampus,KONECNY Tomas/POLANSKY Tomas,SWE,CZE,3,0,"11,11,12|9,6,10",Final,OLYMPICS,MD,465,Main Draw,BRODD Viktor (SWE) / NORDBERG Hampus (SWE),KONECNY Tomas (CZE) / POLANSKY Tomas (CZE),NORDBERG Hampus (SWE),POLANSKY Tomas (CZE),0 - 3,9:11 6:11 10:12,BRODD Viktor,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,ARUNA Quadri/OLAH Benedek,AKKUZU Can/RUIZ Romain,NGR,FRA,3,1,"11,11,11,11|13,9,8,7",R16,OLYMPICS,MD,465,Main Draw,ARUNA Quadri (NGR) / OLAH Benedek (FIN),AKKUZU Can (FRA) / RUIZ Romain (FRA),OLAH Benedek (FIN),RUIZ Romain (FRA),3 - 1,11:13 11:9 11:8 11:7,ARUNA Quadri,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,FLORE Tristan/SALIFOU Abdel-Kader,ORT Kilian/QIU Dang,FRA,GER,3,1,"11,14,8,11|5,12,11,6",R16,OLYMPICS,MD,465,Main Draw,FLORE Tristan (FRA) / SALIFOU Abdel-Kader (BEN),ORT Kilian (GER) / QIU Dang (GER),SALIFOU Abdel-Kader (BEN),QIU Dang (GER),3 - 1,11:5 14:12 8:11 11:6,FLORE Tristan,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,FLORE Tristan/SALIFOU Abdel-Kader,ALAMIAN Nima/ALAMIYAN Noshad,FRA,IRI,3,1,"11,11,6,11|7,6,11,9",QuarterFinal,OLYMPICS,MD,465,Main Draw,FLORE Tristan (FRA) / SALIFOU Abdel-Kader (BEN),ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),SALIFOU Abdel-Kader (BEN),ALAMIYAN Noshad (IRI),3 - 1,11:7 11:6 6:11 11:9,FLORE Tristan,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,MANTZ Chantal/WAN Yuan,JI Eunchae/LEE Eunhye,GER,KOR,3,2,"11,11,9,9,11|9,9,11,11,7",R16,OLYMPICS,WD,465,Main Draw,MANTZ Chantal (GER) / WAN Yuan (GER),JI Eunchae (KOR) / LEE Eunhye (KOR),WAN Yuan (GER),LEE Eunhye (KOR),3 - 2,11:9 11:9 9:11 9:11 11:7,MANTZ Chantal,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DURAK Mirela/JEGER Mateja,MANTZ Chantal/WAN Yuan,CRO,GER,3,2,"9,11,10,11,11|11,9,12,7,9",QuarterFinal,OLYMPICS,WD,465,Main Draw,DURAK Mirela (CRO) / JEGER Mateja (CRO),MANTZ Chantal (GER) / WAN Yuan (GER),JEGER Mateja (CRO),WAN Yuan (GER),2 - 3,11:9 9:11 12:10 7:11 9:11,DURAK Mirela,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,LAM Yee Lok/LIU Qi,BALINT Bernadett/NAGYVARADI Mercedes,HKG,HUN,3,2,"10,9,11,11,11|12,11,6,9,9",R16,OLYMPICS,WD,465,Main Draw,LAM Yee Lok (HKG) / LIU Qi (HKG),BALINT Bernadett (HUN) / NAGYVARADI Mercedes (HUN),LIU Qi (HKG),NAGYVARADI Mercedes (HUN),3 - 2,10:12 9:11 11:6 11:9 11:9,LAM Yee Lok,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,ECSEKI Nandor/SZUDI Adam,CHO Daeseong/PARK Gyeongtae,HUN,KOR,3,1,"11,11,8,11|6,7,11,5",R16,OLYMPICS,MD,465,Main Draw,ECSEKI Nandor (HUN) / SZUDI Adam (HUN),CHO Daeseong (KOR) / PARK Gyeongtae (KOR),SZUDI Adam (HUN),PARK Gyeongtae (KOR),3 - 1,11:6 11:7 8:11 11:5,ECSEKI Nandor,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KONECNY Tomas/POLANSKY Tomas,ECSEKI Nandor/SZUDI Adam,CZE,HUN,3,1,"11,12,9,11|3,10,11,7",QuarterFinal,OLYMPICS,MD,465,Main Draw,KONECNY Tomas (CZE) / POLANSKY Tomas (CZE),ECSEKI Nandor (HUN) / SZUDI Adam (HUN),POLANSKY Tomas (CZE),SZUDI Adam (HUN),1 - 3,3:11 10:12 11:9 7:11,KONECNY Tomas,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DIACONU Adina/DRAGOMAN Andreea,MADARASZ Dora/PERGEL Szandra,ROU,HUN,3,1,"11,3,11,11|9,11,8,9",R16,OLYMPICS,WD,465,Main Draw,DIACONU Adina (ROU) / DRAGOMAN Andreea (ROU),MADARASZ Dora (HUN) / PERGEL Szandra (HUN),DRAGOMAN Andreea (ROU),PERGEL Szandra (HUN),1 - 3,9:11 11:3 8:11 9:11,DIACONU Adina,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,KONECNY Tomas/POLANSKY Tomas,MATSUYAMA Yuki/YOSHIMURA Kazuhiro,CZE,JPN,3,2,"8,8,11,11,12|11,11,7,8,10",R16,OLYMPICS,MD,465,Main Draw,KONECNY Tomas (CZE) / POLANSKY Tomas (CZE),MATSUYAMA Yuki (JPN) / YOSHIMURA Kazuhiro (JPN),POLANSKY Tomas (CZE),YOSHIMURA Kazuhiro (JPN),2 - 3,11:8 11:8 7:11 8:11 10:12,KONECNY Tomas,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,CHOI Wonjin/LEE Jungwoo,KIZUKURI Yuto/TAKAMI Masaki,KOR,JPN,3,1,"11,13,6,11|6,11,11,9",QuarterFinal,OLYMPICS,MD,465,Main Draw,CHOI Wonjin (KOR) / LEE Jungwoo (KOR),KIZUKURI Yuto (JPN) / TAKAMI Masaki (JPN),LEE Jungwoo (KOR),TAKAMI Masaki (JPN),1 - 3,6:11 11:13 11:6 9:11,CHOI Wonjin,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,HASHIMOTO Honoka/SATO Hitomi,KANG Dayeon/SHIN Yubin,JPN,KOR,3,1,"11,8,11,11|6,11,6,8",R16,OLYMPICS,WD,465,Main Draw,HASHIMOTO Honoka (JPN) / SATO Hitomi (JPN),KANG Dayeon (KOR) / SHIN Yubin (KOR),SATO Hitomi (JPN),SHIN Yubin (KOR),3 - 1,11:6 8:11 11:6 11:8,HASHIMOTO Honoka,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,LEE I-Chen/LIU Hsing-Yin,KIHARA Miyuu/SHIBATA Saki,TPE,JPN,3,1,"11,13,9,11|2,11,11,9",R16,OLYMPICS,WD,465,Main Draw,LEE I-Chen (TPE) / LIU Hsing-Yin (TPE),KIHARA Miyuu (JPN) / SHIBATA Saki (JPN),LIU Hsing-Yin (TPE),SHIBATA Saki (JPN),1 - 3,2:11 11:13 11:9 9:11,LEE I-Chen,2017
